game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
EVE X SWA 2016-11-19;141 (79%);63 (48%);204 (66%);164 (77%);222 (77%);386 (77%);4;5;9;6;17;23;46%;30%;38%;54%;70%;62%;;;;;;;;;;;;;0;0;0;0;2;2;3;0;3;3;7;10;;;;;;;15;25;40;28;32;60;12;13;3;2;5;1;1;2;;;;;;;3;1;4;0;1;1;178;130;308;212;288;500;;;;;;;3;1;4;4;5;9;3;0;3;2;4;6;2;1;3;3;3;6;2;0;2;1;4;5;5;1;6;5;9;14;2;0;2;1;4;5;1;2016-11-19;-1;-23;-18;-15;-9;-44;-30;-17;21;12;11;-1;8;6;-94;-53;-30;-22;-8;16;13;37;8.0;52;34;23;2;8;-3.0;17;13;12;3;51;39;25;-77;-28;-11;61;-5.0;6;8;63;41;31;73;67;64;38;27;37;25;17;19;12;20;11;17;9;3;6;-6;35;18;17;17;13;17;15;36;33;16;2;-8;15;44;51;-48;56;38;26;23;1;-6;-5;-4;-44.0;-27.0;-31;74.0;40.0;1;13:00:00;0;SWA;EVE
SOU X LIV 2016-11-19;270 (78%);267 (84%);537 (81%);157 (69%);86 (61%);243 (66%);10;8;18;13;10;23;61%;70%;65%;39%;30%;35%;;;;;;;;;;;;;1;4;5;1;0;1;2;6;8;1;0;1;;;;;;;31;29;60;36;35;71;11;8;0;0;0;1;1;2;;;;;;;1;1;2;2;0;2;344;317;661;226;142;368;;;;;;;2;7;9;0;1;1;2;6;8;1;1;2;1;1;2;0;0;0;2;4;6;2;0;2;4;11;15;2;1;3;0;1;1;0;1;1;0;2016-11-19;10;-22;-15;-10;-8;23;10;9;6;5;4;11;6;6;4;-4;-7;-4;-2;-8;-8;-73;11.0;-47;-32;-18;-34;-16;-9.0;-11;-12;-3;-5;7;-6;-7;-32;-22;-16;-4;-30.0;-11;-11;-11;-51;33;-25;-40;-34;-25;-17;-16;-18;-9;-8;12;13;8;-6;-1;-1;-1;-31;-23;-24;-49;-59;-13;-38;-27;-41;-27;-19;-16;-14;-42;-30;-22;-10;-18;-50;-38;-16;-89;-58;-37;-27;-17.0;-10.0;-13;-6.0;-20.0;0;13:00:00;0;LIV;SOU
STO X BOU 2016-11-19;166 (81%);100 (68%);266 (75%);119 (72%);139 (71%);258 (71%);8;10;18;8;19;27;55%;43%;49%;45%;57%;51%;;;;;;;;;;;;;1;0;1;0;3;3;2;2;4;1;2;3;;;;;;;31;30;61;26;50;76;10;17;1;4;5;1;0;1;0;1;1;0;1;1;1;2;3;2;0;2;205;148;353;166;197;363;;;;;;;2;3;5;2;7;9;1;4;5;1;4;5;2;0;2;2;4;6;2;1;3;1;4;5;4;4;8;3;11;14;2;1;3;2;1;3;1;2016-11-19;10;-25;-13;-7;-8;-8;-66;-48;-37;-38;-23;1;-5;-3;-7;-4;-8;-35;-25;-99;-63;-42;2.0;-28;-15;-7;-3;6;9.0;7;41;26;17;-2;11;12;86;52;34;33;45.0;-6;-29;-20;37;-2;11;38;-30;-7;-11;-2;5;-3;-3;-34;-8;-23;-16;-12;-10;-31;-21;-6;-1;2;3;-7;-4;2;7;6;10;8;6;5;4;4;8;4;4;4;40;55;35;28;20;48.0;30.0;1;47.0;110.0;0;13:00:00;-1;BOU;STO
SUN X HUL 2016-11-19;259 (88%);197 (90%);456 (89%);149 (79%);146 (78%);295 (79%);6;3;9;12;11;23;62%;56%;59%;38%;44%;41%;;;;;;;;;;;;;2;2;4;2;2;4;3;5;8;1;1;2;;;;;;;18;19;37;26;21;47;8;9;0;1;1;3;2;5;;;;;;;0;1;1;1;0;1;295;220;515;188;186;374;0;0;0;0;1;1;3;7;10;4;4;8;3;3;6;3;0;3;3;4;7;1;3;4;5;2;7;2;1;3;8;9;17;6;5;11;0;0;0;1;2;3;0;2016-11-19;-10;-11;-29;-8;-35;-17;63;32;18;44;22;-14;3;-30;-25;-27;-20;-12;-5;8;2;-16;-65.0;-13;-39;-16;-2;-4;71.0;73;37;-46;-12;-43;-11;-7;-7;1;1;1;5.0;2;54;26;10;-29;-6;1;-1;2;2;28;-29;-11;-11;-6;-38;-5;1;5;82;50;31;19;-59;-37;-21;-38;-26;-14;-2;-5;-8;-8;-10;-11;-15;-63;-23;-41;-28;-55;-100;-49;122;50;2;1.0;-30.0;-19;-51.0;5.0;3;13:00:00;1;HUL;SUN
WAT X LEI 2016-11-19;137 (67%);132 (64%);269 (66%);123 (68%);99 (58%);222 (63%);9;11;20;13;15;28;53%;56%;55%;47%;44%;45%;;;;;;;;;;;;;3;3;6;0;0;0;2;4;6;2;2;4;;;;;;;28;29;57;33;39;72;18;12;0;1;1;0;1;1;;;;;;;0;0;0;1;0;1;203;207;410;182;171;353;;;;;;;3;4;7;3;4;7;1;2;3;2;5;7;1;1;2;2;1;3;2;2;4;1;2;3;5;6;11;4;6;10;0;3;3;2;0;2;1;2016-11-19;-10;17;5;1;78;48;-34;-42;-23;-18;50;74;21;-60;-28;-15;-10;-3;4;4;4;4;39.0;-7;-1;-4;-6;-3;27.0;10;2;4;4;-29;-3;-2;-3;-4;3;-3;0.0;-8;-2;3;-2;-5;-2;-2;-3;-4;4;-2;-7;-6;8;9;-25;12;1;-7;-1;3;3;3;100;54;25;-24;16;16;-3;52;29;45;23;-23;-36;-43;-17;-78;-47;-31;55;18;9;-6;-12;-17.0;-31.0;-12;-19.0;-20.0;2;13:00:00;1;LEI;WAT
TOT X WES 2016-11-19;93 (72%);119 (72%);212 (72%);270 (88%);241 (84%);511 (86%);8;5;13;7;5;12;31%;36%;34%;69%;64%;66%;;;;;;;;;;;;;3;2;5;2;2;4;3;2;5;3;1;4;0;1;1;0;0;0;35;33;68;23;33;56;16;13;0;3;3;0;1;1;1;0;1;0;0;0;2;4;6;2;0;2;129;165;294;308;287;595;0;1;1;0;0;0;4;3;7;2;6;8;3;0;3;2;2;4;1;2;3;0;6;6;3;1;4;2;4;6;7;4;11;4;10;14;1;3;4;1;2;3;2;2016-11-19;5;11;16;15;44;1;6;9;6;5;48;7;32;22;21;11;-87;-82;-46;-80;-47;-20;31.0;-8;-9;7;4;-4;2.0;-9;-24;-7;8;20;8;12;36;29;11;2;0.0;2;-4;-4;-4;13;-4;6;100;71;38;23;19;9;16;37;19;54;38;28;16;14;16;6;10;-106;-65;-11;-45;-30;-27;-13;-11;7;-34;-12;7;6;7;10;15;15;15;9;45;57;29;17.0;11.0;10;79.0;75.0;3;15:30:00;1;WES;TOT
MID X CHE 2016-11-20;236 (82%);291 (88%);527 (85%);194 (80%);171 (82%);365 (81%);6;6;12;6;7;13;55%;61%;58%;45%;39%;42%;;;;;;;;;;;;;4;0;4;1;3;4;3;0;3;0;2;2;;;;;;;19;27;46;23;31;54;10;13;0;1;1;1;1;2;0;1;1;0;0;0;1;0;1;0;0;0;289;331;620;243;208;451;;;;;;;6;4;10;3;3;6;2;4;6;3;4;7;2;1;3;0;1;1;2;1;3;1;5;6;8;5;13;4;8;12;0;3;3;1;1;2;1;2016-11-20;-1;-5;2;7;-5;3;-3;7;9;-24;-13;-1;-36;-17;-16;-13;-18;-7;-33;-18;-9;-69;5.0;-45;-22;-10;-3;4;5.0;5;35;27;12;2;8;-23;-84;-52;-32;-5;5.0;10;-44;-25;-23;2;-17;-14;-4;-6;21;6;7;38;25;15;2;11;16;16;2;-13;-10;-21;-7;-32;-22;23;-16;-12;-12;-29;-22;-22;21;5;6;91;13;56;39;23;14;3;2;-30;-16;-2.0;7.0;8;-2.0;5.0;0;14:00:00;-1;CHE;MID
WBA X BUR 2016-11-21;238 (83%);151 (78%);389 (81%);158 (77%);155 (79%);313 (78%);14;14;28;11;15;26;60%;49%;55%;40%;51%;45%;;;;;;;;;;;;;1;0;1;0;2;2;0;3;3;1;3;4;0;0;0;2;0;2;22;30;52;26;30;56;12;12;2;0;2;0;2;2;0;1;1;0;0;0;0;3;3;1;1;2;288;194;482;205;196;401;;;;;;;1;1;2;3;4;7;1;1;2;3;5;8;0;2;2;5;1;6;1;2;3;5;4;9;2;3;5;8;8;16;;;;;;;0;2016-11-21;-10;-4;-9;-8;-10;-12;-43;28;41;24;39;-6;24;15;33;19;8;4;1;3;7;5;5.0;4;28;25;74;44;26.0;14;3;71;36;-5;23;15;10;1;1;7;0.0;6;31;15;1;70;2;-3;28;12;-8;-22;-15;-19;-13;-10;34;-2;1;1;1;6;79;47;4;-25;-12;55;-12;-1;6;-7;-7;-11;-43;-82;-45;32;29;5;7;15;10;25;11;8;6;5.0;-4.0;14;-1.0;65.0;4;18:00:00;1;BUR;WBA
BUR X MCI 2016-11-26;213 (81%);230 (81%);443 (81%);80 (56%);66 (54%);146 (55%);15;15;30;16;7;23;65%;70%;67%;35%;30%;33%;;;;;;;;;;;;;6;2;8;0;5;5;5;3;8;3;2;5;;;;;;;28;24;52;30;22;52;15;8;2;2;4;3;0;3;1;0;1;0;0;0;1;2;3;1;3;4;262;283;545;143;123;266;;;;;;;10;2;12;1;4;5;4;4;8;0;0;0;4;1;5;3;2;5;4;5;9;2;3;5;14;7;21;3;7;10;1;2;3;1;1;2;2;2016-11-26;-4;-23;21;9;8;8;100;65;34;-25;-9;-30;-19;-67;-25;-14;-8;-5;3;-6;-28;-12;-22.0;-7;-9;-45;-30;25;2.0;-12;-64;-79;-88;-22;-97;-61;-81;-50;-31;-15;40.0;2;7;-47;-31;-18;-9;-12;-13;-35;-46;-33;-28;-21;-40;-26;-16;-20;-90;-58;-37;-6;-13;-6;-33;-19;-8;-42;-9;5;-1;-1;55;31;-21;-8;24;-7;-27;-7;-39;-29;-26;-22;-19;-16;-8;-3.0;-10.0;-42;-4.0;0.0;1;10:30:00;-1;MCI;BUR
HUL X WBA 2016-11-26;185 (81%);129 (73%);314 (78%);215 (82%);173 (80%);388 (81%);11;12;23;7;10;17;48%;46%;47%;52%;54%;53%;;;;;;;;;;;;;1;1;2;0;2;2;4;2;6;0;2;2;;;;;;;25;28;53;14;24;38;10;7;0;3;3;0;1;1;;;;;;;0;0;0;1;0;1;229;176;405;263;217;480;;;;;;;4;3;7;0;4;4;4;3;7;0;4;4;1;1;2;0;4;4;2;2;4;0;6;6;6;5;11;0;10;10;0;2;2;2;1;3;1;2016-11-26;-5;-6;4;7;8;8;8;8;3;1;-1;-2;-1;-1;-1;-1;-1;-16;-41;-25;-16;-21;-7.0;-9;-10;-3;3;3;-98.0;-53;-29;-15;-6;-15;5;5;1;-2;-2;-52;-10.0;-33;-18;22;8;-16;5;70;50;32;22;58;33;53;38;44;-66;4;3;2;16;10;3;-4;2;12;7;-61;6;5;-5;71;32;17;13;11;4;11;-37;10;4;1;-2;-32;-20;-18;-12;-68.0;-44.0;-17;-2.0;-40.0;1;13:00:00;0;WBA;HUL
LEI X MID 2016-11-26;176 (77%);202 (79%);378 (78%);102 (64%);108 (63%);210 (64%);14;17;31;12;10;22;59%;60%;60%;41%;40%;40%;;;;;;;;;;;;;0;2;2;1;1;2;1;2;3;2;0;2;;;;;;;31;34;65;22;32;54;12;15;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;1;2;3;230;257;487;159;171;330;;;;;;;1;3;4;2;5;7;1;1;2;1;5;6;1;1;2;1;2;3;1;1;2;1;3;4;2;4;6;3;8;11;2;2;4;2;2;4;2;2016-11-26;-10;-40;-25;-15;-14;-90;-57;-40;-30;-23;-14;-11;-4;-1;6;-3;-3;-3;-4;-5;3;-6;-12.0;-4;-3;35;18;10;85.0;50;26;9;5;-13;-3;7;9;8;32;7;20.0;-4;-4;-5;-7;-7;-8;-5;-7;-4;-2;-1;-5;-10;-8;-4;-2;-1;6;-30;25;-6;-6;-13;-6;-26;-15;-20;40;23;13;-51;-24;-23;-18;-15;-14;-18;-16;-14;-12;-11;-28;-18;-12;28;15;39.0;26.0;-8;13.0;120.0;2;13:00:00;0;MID;LEI
LIV X SUN 2016-11-26;61 (63%);64 (59%);125 (61%);339 (89%);269 (84%);608 (87%);9;18;27;4;7;11;21%;25%;23%;79%;75%;77%;;;;;;;;;;;;;2;2;4;0;7;7;3;1;4;3;6;9;0;0;0;0;1;1;29;28;57;20;27;47;9;5;3;2;5;1;0;1;;;;;;;1;0;1;0;0;0;97;108;205;382;320;702;;;;;;;1;1;2;4;10;14;1;0;1;7;6;13;1;0;1;3;4;7;3;1;4;6;7;13;4;2;6;10;17;27;0;3;3;0;1;1;0;2016-11-26;10;19;24;20;17;12;29;59;19;18;-58;55;-24;30;17;13;-47;21;5;10;10;13;37.0;11;10;9;8;8;7.0;11;8;36;28;31;23;30;76;46;31;4;105.0;9;12;14;16;22;31;50;31;47;32;67;42;34;42;69;56;42;29;26;18;11;-11;35;17;14;12;36;23;15;19;70;46;51;100;69;41;73;27;51;29;21;17;9;8;7;12;9.0;28.0;21;19.0;105.0;2;13:00:00;1;SUN;LIV
SWA X CRY 2016-11-26;101 (71%);102 (70%);203 (70%);181 (83%);112 (73%);293 (79%);20;13;33;9;12;21;39%;49%;44%;61%;51%;56%;;;;;;;;;;;;;1;3;4;1;1;2;2;4;6;6;4;10;;;;;;;41;29;70;29;41;70;24;12;2;1;3;1;0;1;1;0;1;0;1;1;0;0;0;2;0;2;143;146;289;217;154;371;;;;;;;6;5;11;4;7;11;3;1;4;2;5;7;2;2;4;3;6;9;0;2;2;2;5;7;6;6;12;6;12;18;1;4;5;2;2;4;4;2016-11-26;-4;3;-20;-10;-7;-17;-5;46;24;7;2;-6;-58;-29;-10;-14;-3;8;50;32;38;-42;-7.0;-16;-25;18;6;36;40.0;24;86;50;-37;-8;6;6;30;31;55;38;45.0;6;-5;21;12;-8;8;5;4;1;8;38;19;53;28;17;-34;14;15;12;39;30;34;20;100;100;100;-46;100;65;31;41;22;-108;-64;-45;-36;-58;-28;-34;-22;-15;-45;-15;-100;-58;-35;-14.0;-10.0;-3;5.0;165.0;5;13:00:00;1;CRY;SWA
CHE X TOT 2016-11-26;188 (82%);183 (79%);371 (81%);160 (77%);136 (76%);296 (77%);11;10;21;6;6;12;52%;57%;55%;48%;43%;45%;;;;;;;;;;;;;1;0;1;0;1;1;3;5;8;2;1;3;;;;;;;38;34;72;29;29;58;16;13;2;1;3;3;2;5;;;;;;;2;1;3;3;0;3;228;231;459;207;179;386;;;;;;;2;2;4;0;5;5;5;0;5;0;3;3;4;2;6;3;2;5;8;0;8;3;1;4;10;2;12;3;6;9;1;0;1;1;1;2;1;2016-11-26;10;-24;-21;-95;-49;-47;-27;-45;-15;-13;-14;3;8;8;-6;1;-30;-12;-10;-3;-4;-7;-3.0;-7;38;17;-105;-54;-91.0;-56;-13;-30;-17;-2;-5;-3;6;-30;66;32;40.0;15;10;10;50;-8;22;-31;-3;82;75;51;43;31;48;9;-13;-18;8;3;3;8;-34;-13;-5;3;3;-10;11;-7;-12;-9;-8;-8;-7;3;28;6;-3;-25;-15;-13;-13;-31;-20;-20;-55;-41.0;-23.0;-29;20.0;5.0;2;15:30:00;1;TOT;CHE
WAT X STO 2016-11-27;162 (78%);111 (69%);273 (74%);98 (65%);152 (74%);250 (70%);12;13;25;9;8;17;58%;43%;51%;42%;57%;49%;;;;;;;;;;;;;4;2;6;1;0;1;2;1;3;1;2;3;;;;;;;29;44;73;31;29;60;14;24;2;0;2;1;0;1;1;0;1;0;0;0;5;1;6;1;0;1;209;162;371;150;206;356;0;0;0;0;1;1;7;1;8;2;5;7;4;3;7;2;6;8;1;0;1;2;0;2;3;4;7;3;1;4;9;5;14;5;6;11;0;0;0;3;2;5;1;2016-11-27;2;-27;-20;-11;-36;-23;-17;-34;-25;-12;36;-4;13;5;-14;-10;-12;-21;-16;26;-11;-1;3.0;-86;-50;-32;-23;-19;20.0;7;9;35;21;2;10;-26;-12;-2;7;7;5.0;7;7;-7;-7;-1;-2;8;4;7;9;-5;-5;-17;-40;-23;-4;-12;-6;-1;2;-4;2;16;11;13;-18;-10;-2;3;33;20;15;40;30;17;11;13;-7;7;32;17;18;33;23;9;59;32.0;20.0;-35;30.0;-55.0;0;10:00:00;-1;STO;WAT
ARS X BOU 2016-11-27;137 (75%);200 (80%);337 (78%);231 (86%);151 (77%);382 (82%);5;9;14;5;9;14;42%;56%;49%;58%;44%;51%;;;;;;;;;;;;;1;0;1;4;2;6;5;5;10;2;1;3;;;;;;;26;30;56;30;32;62;13;12;0;0;0;1;1;2;0;0;0;1;0;1;2;2;4;1;0;1;182;250;432;269;197;466;;;;;;;5;2;7;5;8;13;4;1;5;2;5;7;2;1;3;1;2;3;2;0;2;2;1;3;7;2;9;7;9;16;2;3;5;1;2;3;1;2016-11-27;10;14;11;7;80;48;23;-30;-2;-7;5;15;-16;-17;-37;-58;-71;-37;-48;-21;-4;-45;-33.0;-86;-59;-40;-29;-6;-2.0;-2;24;48;42;-7;28;19;13;8;4;33;35.0;-8;-47;-16;-23;12;-7;7;1;-3;77;41;21;9;3;-28;-24;-21;-15;-12;-10;-7;-7;-12;-10;-9;22;-15;3;1;-29;-18;-31;-21;-19;-35;-22;-53;-2;-33;-21;14;25;23;15;15;3;71.0;47.0;8;19.0;55.0;3;12:15:00;1;BOU;ARS
MUN X WES 2016-11-27;75 (63%);116 (73%);191 (69%);323 (92%);217 (84%);540 (88%);3;7;10;14;11;25;26%;38%;32%;74%;62%;68%;;;;;;;;;;;;;0;0;0;1;1;2;2;2;4;4;4;8;;;;;;;22;30;52;33;31;64;16;16;3;4;7;0;1;1;0;0;0;0;1;1;2;0;2;2;2;4;120;158;278;353;258;611;;;;;;;1;2;3;8;5;13;1;3;4;4;3;7;1;1;2;4;4;8;1;2;3;1;3;4;2;4;6;9;8;17;0;1;1;1;2;3;1;2016-11-27;-10;8;13;14;15;40;70;37;26;20;14;-15;12;14;90;59;40;29;22;6;5;9;-83.0;17;16;16;16;61;17.0;17;17;17;3;-43;75;51;42;56;95;-24;40.0;-15;-10;-7;-5;-19;9;1;-3;-3;-57;-34;-45;-47;-28;-7;-9;-2;2;4;9;7;6;5;5;2;47;-4;33;75;50;65;40;24;61;41;32;79;13;100;63;84;51;27;13;10;4;4.0;-44.0;10;-32.0;-10.0;1;14:30:00;0;WES;MUN
SOU X EVE 2016-11-27;185 (82%);138 (73%);323 (78%);202 (85%);163 (73%);365 (79%);13;10;23;7;12;19;48%;47%;48%;52%;53%;52%;;;;;;;;;;;;;0;1;1;2;1;3;1;1;2;2;3;5;;;;;;;35;32;67;28;40;68;15;11;2;3;5;0;1;1;0;0;0;0;1;1;;;;;;;226;189;415;238;223;461;;;;;;;3;5;8;5;6;11;5;6;11;4;3;7;0;1;1;3;4;7;2;3;5;4;2;6;5;8;13;9;8;17;0;2;2;0;0;0;0;2016-11-27;40;2;1;2;8;31;25;17;18;49;31;63;23;18;44;29;23;39;59;2;1;-1;40.0;-1;-3;-25;-25;-12;-35.0;-23;28;13;10;47;21;15;10;3;3;-9;-75.0;-3;2;1;2;33;24;86;53;33;21;-28;-38;-20;-15;-11;16;9;77;49;37;17;4;8;10;3;-2;7;-27;-22;-15;25;8;6;13;-21;-10;40;-4;54;27;78;42;9;-13;-35;-30;-22.0;-12.0;2;-11.0;-50.0;1;14:30:00;1;EVE;SOU
MCI X CHE 2016-12-03;152 (73%);118 (75%);270 (74%);205 (81%);251 (87%);456 (84%);3;3;6;6;7;13;44%;35%;40%;56%;65%;60%;;;;;;;;;;;;;1;0;1;1;1;2;2;0;2;4;5;9;0;4;4;0;1;1;23;31;54;20;22;42;9;14;1;3;4;0;1;1;0;0;0;0;1;1;1;0;1;2;0;2;207;157;364;254;287;541;0;0;0;0;2;2;2;5;7;4;8;12;3;2;5;2;5;7;0;4;4;1;4;5;2;1;3;1;2;3;4;6;10;4;10;14;0;3;3;1;1;2;3;2016-12-03;10;21;11;3;-2;-5;-32;-25;-21;-11;-4;11;3;8;67;46;33;25;11;-2;-1;4;12.0;-2;-2;-66;-36;-13;-4.0;3;-18;-10;18;-8;11;11;13;53;46;6;35.0;-9;-6;18;46;-2;39;26;18;-23;-8;78;44;28;46;34;3;-73;-31;-15;43;20;20;14;11;-6;5;26;7;-69;-32;-12;-1;7;14;14;15;12;41;11;35;50;33;24;18;68;48;33.0;49.0;28;58.0;-100.0;1;10:30:00;-1;CHE;MCI
CRY X SOU 2016-12-03;209 (79%);151 (77%);360 (79%);131 (75%);115 (70%);246 (73%);11;12;23;10;12;22;61%;56%;59%;39%;44%;41%;;;;;;;;;;;;;2;2;4;1;1;2;4;5;9;1;3;4;;;;;;;38;46;84;29;32;61;13;11;0;1;1;1;2;3;0;1;1;0;0;0;;;;;;;263;195;458;174;164;338;;;;;;;3;9;12;3;2;5;2;8;10;1;2;3;1;2;3;2;2;4;2;3;5;1;3;4;5;12;17;4;5;9;0;1;1;1;2;3;0;2016-12-03;-10;3;4;4;-6;-7;-9;-11;-10;-15;-13;-6;-10;-9;-3;2;-34;32;6;4;-20;-27;-5.0;-21;-14;-11;-7;78;49.0;86;88;49;20;-3;4;1;-42;-29;-23;-7;-65.0;-4;5;5;3;-8;-5;-6;4;9;-34;-24;-17;-14;-12;-28;5;-39;-56;-35;-48;-25;-2;2;-29;-9;5;-1;-4;-11;-8;22;5;-39;-49;-57;-100;-100;-1;-73;-46;-55;-20;-5;3;103;66;63.0;46.0;3;25.0;15.0;3;13:00:00;1;SOU;CRY
STO X BUR 2016-12-03;81 (65%);165 (77%);246 (73%);218 (80%);131 (74%);349 (78%);15;15;30;16;10;26;32%;57%;45%;68%;43%;55%;;;;;;;;;;;;;3;2;5;1;2;3;3;6;9;3;1;4;;;;;;;24;31;55;34;33;67;13;7;0;2;2;1;3;4;0;0;0;1;0;1;4;1;5;2;1;3;124;215;339;272;176;448;;;;;;;4;3;7;5;1;6;4;1;5;3;0;3;1;3;4;2;2;4;4;3;7;1;3;4;8;6;14;6;4;10;1;1;2;0;3;3;0;2016-12-03;-10;56;38;56;39;29;24;20;41;36;28;-4;18;12;87;54;35;24;27;13;13;37;-26.0;2;5;8;4;1;78.0;47;29;24;15;-14;4;-9;16;5;-26;-131;0.0;-83;-50;-31;-85;-17;-48;-33;-25;-20;-17;-8;6;-54;-30;-12;-8;-7;-4;1;1;1;1;-55;41;4;2;-29;1;-6;-3;-2;-2;-1;-5;-3;-2;-6;-12;20;29;17;10;-28;-46;-41;-27;-20.0;-9.0;-4;-5.0;-65.0;2;13:00:00;1;BUR;STO
SUN X LEI 2016-12-03;151 (75%);108 (69%);259 (72%);190 (81%);133 (74%);323 (78%);6;10;16;4;8;12;47%;48%;47%;53%;52%;53%;;;;;;;;;;;;;3;4;7;5;1;6;1;3;4;1;2;3;;;;;;;19;25;44;22;31;53;12;8;1;4;5;1;3;4;1;0;1;0;0;0;3;0;3;1;0;1;202;156;358;236;179;415;;;;;;;2;7;9;8;7;15;3;2;5;5;5;10;1;4;5;1;5;6;5;3;8;3;5;8;7;10;17;11;11;22;0;1;1;0;3;3;1;2016-12-03;0;27;12;10;13;17;12;9;7;18;15;42;1;-33;-69;-43;30;-8;-34;-9;-6;24;28.0;6;1;-45;-23;-42;-16.0;-3;7;15;8;50;1;-3;-9;-34;-23;24;0.0;18;9;4;1;34;-2;-2;4;-45;-25;-55;-8;-6;37;32;49;26;57;43;32;100;67;40;27;59;22;32;11;5;1;-3;64;31;18;86;56;18;19;-41;-57;-64;-34;-19;-8;30;18;10.0;-11.0;49;40.0;-35.0;2;13:00:00;1;LEI;SUN
