game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;draw_no_bet_No;draw_no_bet_Yes;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_draw_no_bet_No;fl_draw_no_bet_Yes;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
FLU X GRE 2017-06-15;415 (82%);423 (86%);12;7;50%;50%;;;;;3;5;2;3;;;53;48;17;12;2;2;;;1;2;505;494;;;3;5;5;5;4;2;9;7;12;12;3;4;2;1.95;;;1.80;2017-06-15;1.36;1.42;1.55;1.73;2.00;;;2.50;2.88;3.20;3.20;3.50;2.10;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;-25.89;100.0;17.22;-32.73;32.27;10.54;34.2;18.24;10.58;1.19;-11.05;-5.0;7.4;9.13;13.03;15.35;16.9;11.57;8.4;6.51;9.32;-11.67;10.99;1.98;-4.4;-6.56;-8.75;-10.05;-19.05;-4.4;4.93;6.83;-0.74;19.32;15.35;11.51;9.34;7.11;5.04;0.0;29.7;19.37;48.22;66.61;6.2;37.54;18.4;8.88;25.62;-27.55;-6.41;32.45;14.7;1.13;-5.9;-35.6;-23.14;-12.24;-8.16;-60.28;-36.27;-15.87;-33.23;-18.18;6.7;1.79;-24.51;-7.17;-4.24;-4.8;-5.52;-5.58;-44.95;-28.74;-10.83;-20.19;26.09;-85.92;-73.91;-35.79;-20.64;-10.15;21.09;14.38;19.56;12.64;8.52;4.59;-48.27;3.74;5.0;0;22:00:00;-1;GRE;FLU;1.07;1.33;2.08;3.75;8.00;17.00;9.00;3.25;1.73;1.25;1.08;1.02
ATG X CAP 2017-06-17;242 (73%);530 (88%);16;12;35%;65%;;;;;3;8;0;11;;;48;42;15;16;6;2;0;1;;;332;601;;;4;14;3;10;3;6;5;10;9;24;5;1;1;1.91;;;1.91;2017-06-17;1.38;1.38;1.60;1.67;2.10;;;2.38;3.10;3.10;3.10;3.60;2.05;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;4.29;-30.33;-21.66;-43.14;-25.44;21.3;74.36;53.39;38.18;26.4;-8.35;17.92;34.38;78.59;47.48;29.02;23.04;12.63;4.21;3.49;9.6;-2.36;9.11;54.18;35.98;25.17;18.85;15.37;9.96;10.08;0.51;9.8;-6.4;0.28;4.8;62.22;42.18;-30.2;5.4;30.0;11.42;7.75;34.65;32.61;-100.0;53.76;75.96;69.53;43.85;60.12;62.93;61.79;37.59;19.5;6.51;-65.04;5.93;20.74;6.4;17.86;4.67;1.33;-1.29;4.35;0.7;0.22;-39.09;7.62;11.98;14.2;10.09;12.65;53.57;37.9;21.74;12.57;16.74;-21.23;6.25;-5.24;-30.87;-8.02;30.31;60.08;66.42;47.0;37.49;43.04;14.67;50.22;50.0;0;17:00:00;-1;CAP;ATG;1.08;1.36;2.15;3.75;9.00;19.00;8.50;3.00;1.67;1.25;1.07;1.02
VAS X AVA 2017-06-17;322 (78%);316 (79%);19;11;51%;49%;;;;;1;4;6;4;0;1;48;57;22;20;4;4;;;;;415;399;;;6;7;6;7;4;5;5;9;11;16;1;4;0;1.70;;;2.05;2017-06-17;1.25;1.10;2.80;1.17;5.00;;;1.44;7.50;4.20;2.05;6.50;2.30;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;-5.78;7.0;14.87;18.73;6.05;-29.47;-15.29;-9.08;-11.09;-4.74;-7.35;76.5;46.57;29.15;24.48;47.25;31.81;43.2;39.37;71.7;36.79;38.6;17.78;5.36;-3.4;-10.16;-1.69;4.1;-31.4;-25.28;-57.8;-36.8;21.55;27.87;8.58;-40.3;-22.66;-20.99;-42.23;0.0;67.32;35.28;23.69;20.25;14.01;19.7;11.04;10.35;10.31;36.21;16.61;7.56;-37.0;-21.84;-12.25;-38.8;8.0;-5.4;-5.4;-4.21;-3.88;-4.05;-3.16;-2.63;3.85;-21.15;-71.97;-7.75;5.27;5.8;8.43;45.56;25.78;13.92;11.86;0.64;-28.53;-17.26;-7.91;-5.65;-4.67;-3.35;-1.08;-2.33;1.6;-28.4;-25.06;-18.22;-6.55;-14.16;-35.0;1;20:00:00;1;AVA;VAS;1.06;1.30;2.05;3.40;7.00;15.00;10.00;3.40;1.75;1.30;1.10;1.03
SAN X PON 2017-06-17;344 (81%);485 (87%);12;9;43%;57%;;;;;4;0;2;5;;;44;35;13;17;4;2;0;1;3;2;423;560;;;4;7;3;9;2;4;5;6;9;13;4;3;0;1.75;;;2.00;2017-06-17;1.29;1.20;2.15;1.30;3.40;;;1.73;4.75;3.60;2.40;5.00;2.10;True;;;False;False;True;True;False;False;;;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-10.0;-0.17;5.3;38.35;21.11;10.67;19.46;15.89;6.01;2.76;0.83;-1.75;-5.6;-8.77;-3.55;31.6;-29.0;-5.77;-7.05;-6.58;-3.53;2.79;-1.84;-5.4;-7.36;-14.6;-1.89;-7.52;-0.57;-6.5;-4.56;-9.73;-2.39;6.4;-3.75;2.93;3.46;5.19;5.52;41.09;80.0;27.81;39.94;22.15;11.57;9.55;42.68;29.24;19.76;-35.87;-23.67;-21.44;-44.5;-23.22;-7.59;-25.26;-21.6;-15.73;13.95;27.81;20.22;17.33;14.1;11.07;43.52;29.3;19.47;-28.13;13.62;10.14;5.47;10.3;33.27;26.93;43.16;32.81;56.28;33.75;-15.47;21.84;53.28;33.45;19.44;13.7;10.3;5.3;30.3;13.44;3.42;-5.87;-4.4;15.0;0;22:00:00;0;PON;SAN;1.07;1.36;2.10;3.75;8.00;19.00;9.00;3.00;1.70;1.25;1.08;1.02
CFC X COR 2017-06-18;348 (80%);256 (76%);14;13;55%;45%;;;;;5;1;4;10;;;51;60;13;18;5;0;;;5;3;434;339;;;1;6;0;7;0;5;4;7;5;13;3;2;0;1.75;;;2.00;2017-06-18;1.40;1.44;1.48;1.83;1.83;;;2.70;2.80;3.00;3.50;3.50;1.95;True;;;False;False;True;True;False;False;;;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;10.0;13.88;2.79;-1.8;-1.82;-4.25;-3.84;-3.14;3.7;44.9;19.39;33.05;12.9;-13.73;-2.55;32.6;14.7;10.65;4.35;1.02;-3.28;3.53;51.75;-1.47;-1.59;-2.31;-5.26;-7.29;-3.13;-4.28;37.47;18.6;18.95;23.57;63.33;39.99;43.14;52.99;49.01;68.33;;83.54;49.75;29.29;17.8;6.81;9.12;3.95;48.95;23.77;33.81;14.37;7.82;-2.64;-3.12;-5.97;-7.2;-5.77;-1.03;-1.62;-26.98;-17.05;-16.15;28.79;20.18;12.74;26.45;-5.93;39.98;20.42;15.28;7.96;2.13;-1.71;3.79;-8.84;-8.16;-8.6;-5.78;11.16;4.53;10.85;34.23;40.69;18.41;15.91;3.95;-11.8;-30.12;25.13;-24.34;-5.0;0;12:00:00;0;COR;CFC;1.10;1.44;2.40;4.50;11.00;23.00;7.00;2.63;1.53;1.18;1.05;1.01
BAH X PAL 2017-06-18;171 (63%);353 (80%);8;9;39%;61%;;;;;6;1;5;3;2;0;42;53;23;14;7;1;;;1;2;271;442;;;9;8;6;5;5;9;8;7;17;15;5;2;4;1.75;;;2.00;2017-06-18;1.36;1.33;1.57;1.62;2.20;;;2.30;3.30;3.00;3.20;3.75;2.00;False;;;True;True;False;True;False;True;;;False;True;False;False;False;True;True;True;True;True;True;True;False;False;False;False;False;False;6.6;37.6;6.08;-30.0;-16.19;-8.85;-2.86;-2.45;-1.0;-37.26;-19.28;10.52;-9.08;-37.55;-14.48;-8.07;12.2;11.27;9.83;5.99;-19.27;-5.75;12.46;-4.55;-3.36;4.4;3.23;-4.6;-1.34;-5.35;-6.11;37.4;2.8;13.61;-18.7;-3.51;-7.89;-7.57;-3.29;39.9;35.0;100.0;53.97;31.25;-70.85;14.29;-24.88;24.15;34.7;32.79;25.5;40.22;27.86;14.92;13.71;8.84;59.21;4.08;2.74;-34.26;-64.12;-68.9;-41.74;-25.59;-13.39;-5.39;6.73;12.91;10.24;12.87;8.41;5.77;68.64;46.02;27.57;47.05;28.63;12.85;8.02;7.92;-19.29;-10.27;-79.86;-36.23;81.3;63.23;30.94;2.27;5.51;-29.2;5.0;-20.0;2;17:00:00;-1;PAL;BAH;1.10;1.44;2.30;4.50;11.00;23.00;7.00;2.63;1.60;1.18;1.05;1.01
CHA X BOT 2017-06-18;214 (69%);345 (82%);17;16;42%;58%;;;;;0;7;3;8;1;0;58;59;13;11;6;2;;;4;2;309;421;;;5;7;3;8;4;6;2;14;7;21;2;0;2;1.80;;;1.95;2017-06-18;1.33;1.18;2.10;1.30;3.40;;;1.75;5.00;3.40;2.50;4.75;2.10;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;-31.8;33.76;13.45;1.54;-2.8;-7.57;-6.93;-1.59;-6.22;-56.89;-2.02;-18.99;1.6;6.8;-11.0;-6.0;-2.87;6.4;58.63;65.07;41.24;26.39;-11.37;-67.9;-33.41;-1.25;4.27;6.11;12.95;0.35;4.2;10.58;10.18;-6.84;9.93;8.84;7.34;6.08;30.7;15.34;45.0;11.16;68.68;42.88;25.67;-4.15;12.68;9.6;8.3;6.99;-77.78;-41.44;42.22;11.82;13.86;17.07;29.92;43.04;25.5;48.06;31.1;21.32;13.27;10.71;55.11;38.74;29.01;45.33;11.32;40.81;19.76;10.59;45.13;26.56;12.34;6.49;18.01;6.89;29.56;-60.9;-34.57;24.8;-20.2;-11.24;34.8;19.27;14.42;9.87;10.69;65.18;-35.2;-20.0;0;17:00:00;-1;BOT;CHA;1.08;1.36;2.15;3.75;8.00;19.00;8.50;3.00;1.67;1.25;1.08;1.02
FLU X FLA 2017-06-18;293 (80%);166 (69%);14;14;61%;39%;;;;;4;2;4;3;;;65;63;25;16;2;3;0;1;1;0;367;239;;;7;5;6;6;5;4;8;7;15;12;6;1;2;1.91;;;1.91;2017-06-18;1.33;1.83;1.29;2.63;1.44;;;3.80;2.00;3.40;4.33;2.75;2.10;False;;;True;False;True;True;False;False;;;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;15.71;13.27;0.99;-9.29;-11.95;-38.53;-22.6;-12.36;-6.26;-2.64;-36.4;1.37;-2.8;-4.05;-7.85;62.47;31.76;21.56;-36.0;-11.65;-9.97;-5.51;6.6;21.93;17.31;7.44;-7.73;-0.25;7.45;80.72;70.64;40.02;-5.87;30.83;19.38;27.37;16.2;11.42;1.06;-5.0;0.31;-10.89;-11.06;-11.17;12.4;-36.32;-31.65;-53.18;-38.49;-44.75;-99.01;-17.76;-7.59;-3.62;-0.15;5.55;6.3;-4.16;-6.22;-47.88;-27.65;-21.06;30.44;6.58;27.64;-59.56;11.41;-30.17;-20.03;-11.4;-13.13;-3.21;-21.38;-7.55;21.1;11.33;2.82;51.24;-3.9;-4.73;71.1;35.69;17.61;10.76;1.69;-4.28;-12.25;-12.0;29.66;-12.13;-100.0;2;17:00:00;0;FLA;FLU;1.07;1.33;2.08;3.75;8.00;17.00;9.00;3.25;1.73;1.25;1.08;1.02
SPO X CAM 2017-06-18;227 (73%);353 (79%);15;10;40%;60%;;;;;2;1;3;5;;;40;60;24;12;1;2;;;4;4;312;445;;;3;9;3;9;3;2;5;3;8;12;2;2;2;1.91;;;1.91;2017-06-18;1.29;1.17;2.30;1.25;3.75;;;1.62;5.50;3.80;2.25;5.50;2.25;False;;;True;True;False;True;False;True;;;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;-30.23;-16.07;11.6;7.38;10.22;5.35;27.97;20.71;16.75;29.9;11.85;-34.0;-18.9;-19.01;-11.27;-7.78;-6.7;-3.03;-4.25;-10.56;-10.51;67.94;-15.51;29.4;51.6;30.74;18.06;15.92;6.75;0.56;-0.53;5.6;44.31;3.56;-2.4;-7.5;-5.62;-4.96;-4.19;-15.0;-40.41;71.9;31.95;-26.93;30.27;-11.51;37.6;17.23;12.61;47.1;36.12;56.28;25.87;17.79;15.38;21.17;16.18;12.63;33.86;55.74;37.07;20.98;46.54;45.26;23.75;-20.5;16.07;-3.5;-4.2;35.45;19.22;13.4;8.38;5.4;1.03;1.03;-4.55;13.95;-21.95;-87.63;-46.08;-16.38;-8.35;6.05;8.18;-23.87;36.13;15.84;-77.2;10.77;10.0;1;17:00:00;-1;CAM;SPO;1.05;1.29;1.85;3.25;6.50;15.00;11.00;3.50;1.95;1.33;1.11;1.03
SPT X VIT 2017-06-18;286 (76%);404 (82%);15;19;43%;57%;;;;;3;2;5;5;;;52;62;19;10;5;3;;;1;3;374;495;;;11;9;5;3;6;6;3;2;14;11;;;3;1.75;;;2.00;2017-06-18;1.29;1.17;2.30;1.25;3.75;;;1.65;5.50;3.60;2.38;5.50;2.10;False;;;True;True;False;True;False;True;;;False;True;False;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;3.2;2.09;0.5;1.98;3.44;47.17;30.12;17.28;12.94;-92.2;-50.1;-21.8;-26.34;-11.61;9.0;14.57;52.33;34.77;29.31;10.75;-31.0;-13.74;-9.03;-4.02;-3.61;4.44;8.37;2.05;-2.6;-8.58;-41.43;-100.0;-99.48;-7.57;-59.95;-36.08;-19.78;-8.28;5.9;6.6;80.0;41.1;21.61;9.67;11.61;6.0;79.6;42.69;23.73;5.38;-34.0;-3.22;-25.98;-10.17;-0.25;7.51;16.05;45.14;30.85;45.18;38.7;24.85;-27.78;-12.54;-7.26;-3.0;2.22;11.36;4.44;5.07;5.07;30.07;-37.78;-9.88;-3.82;-0.21;2.22;9.65;-7.6;-43.2;-15.74;50.04;28.97;21.75;16.18;14.16;2.0;43.11;17.56;6.4;7.74;-20.0;1;20:00:00;-1;VIT;SPT;1.08;1.36;2.10;3.75;8.00;19.00;8.50;3.00;1.70;1.25;1.08;1.02
CRU X GRE 2017-06-19;338 (76%);441 (82%);13;29;45%;55%;;;;;3;0;8;2;1;0;43;73;14;12;2;4;1;3;;;442;541;;;11;10;5;12;7;5;4;7;15;17;2;5;3;1.75;;;2.00;2017-06-19;1.36;1.38;1.62;1.62;2.20;;;2.30;3.10;3.20;3.10;3.75;2.00;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;True;True;True;True;False;False;False;False;False;False;-10.0;30.69;12.09;-42.6;-21.62;-15.25;-9.28;-10.33;-100.0;-68.67;-38.93;-8.07;-21.24;-10.37;39.7;53.85;28.07;17.75;14.51;9.99;7.76;39.0;7.88;35.7;49.12;52.1;33.87;5.8;35.72;28.29;79.25;26.02;20.5;-2.12;35.12;25.61;15.85;-69.6;-29.76;-14.18;75.0;-61.73;-30.01;-5.17;87.5;-2.29;52.25;27.7;11.34;1.59;-50.16;-25.82;-10.61;-6.77;4.2;7.82;47.88;38.54;-100.0;-41.7;81.4;37.21;18.63;57.82;37.96;13.85;5.26;28.86;0.53;-5.26;-6.1;-6.1;-4.26;-3.16;24.17;17.74;9.91;5.13;23.87;-31.5;-50.17;-37.18;-89.08;-59.94;-35.34;-20.71;-14.59;-11.49;-44.11;46.65;-33.87;0.0;3;21:00:00;0;GRE;CRU;1.10;1.44;2.35;4.33;10.00;21.00;7.50;2.63;1.57;1.20;1.06;1.02
VIT X SAN 2017-06-21;226 (71%);366 (81%);11;19;41%;59%;;;;;1;3;5;8;;;44;47;10;15;4;3;0;1;4;4;319;453;;;7;8;3;11;6;3;3;9;10;17;1;2;2;1.91;;;1.91;2017-06-21;1.38;1.35;1.62;1.62;2.20;;;2.30;3.25;3.10;3.10;3.60;2.05;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;10.0;4.19;26.05;19.72;59.52;42.14;27.16;66.77;86.68;39.77;-38.7;4.95;-33.15;-52.29;-8.3;35.0;19.04;16.01;79.58;52.16;28.01;16.41;-7.0;9.14;-17.4;-7.15;-20.75;-83.84;-43.49;-18.23;-4.77;-7.61;0.49;-9.41;-20.48;19.7;3.42;4.88;10.32;40.05;30.0;27.15;20.96;22.08;19.38;-9.2;20.92;35.55;19.25;14.19;8.37;-34.56;-24.41;30.44;9.72;6.18;-13.81;6.68;-19.56;-95.89;-56.6;-38.24;-25.64;27.13;11.34;16.66;15.19;-24.74;39.2;-35.05;-3.13;4.84;45.81;29.85;30.19;-77.0;-37.68;-27.73;-11.39;-18.85;-15.87;-7.64;-8.33;7.13;8.66;22.57;19.81;18.17;21.37;7.8;13.28;75.0;0;20:30:00;-1;SAN;VIT;1.08;1.36;2.15;4.00;9.00;19.00;8.00;3.00;1.67;1.22;1.07;1.02
BOT X VAS 2017-06-21;366 (83%);271 (75%);15;15;57%;43%;;;;;4;0;6;2;;;61;50;11;20;0;2;1;0;1;1;440;360;;;12;4;12;4;3;3;7;3;19;7;1;5;1;1.91;;;1.91;2017-06-21;1.33;1.29;1.83;1.44;2.63;;;2.00;3.75;3.40;2.75;4.33;2.10;False;;;True;True;True;False;True;False;;;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;2.8;-4.06;-4.51;-4.77;-3.13;-2.15;3.0;34.28;23.75;-33.5;11.5;4.46;-2.81;-11.32;-8.22;-3.65;-4.27;-23.6;-60.99;-68.67;-46.53;-33.37;5.45;-25.04;-33.13;-64.05;-39.42;-24.78;-16.0;-36.43;-51.71;-54.14;-31.16;5.24;-52.49;-28.19;-13.37;-37.8;-19.14;-14.25;40.0;-13.94;-4.35;4.0;-5.6;85.12;-7.35;-1.91;2.06;32.14;41.58;2.2;3.21;33.82;23.23;37.67;48.95;29.6;97.95;51.38;25.67;13.9;2.99;-9.08;-14.93;-7.25;6.3;27.44;-2.57;-2.83;-28.52;-24.62;-17.68;-12.89;-45.04;-29.33;-21.48;-17.18;14.66;-39.62;-20.77;-22.0;-17.74;-95.21;-63.4;-66.7;-42.91;-34.15;-17.98;7.12;-24.02;5.0;3;22:00:00;1;VAS;BOT;1.07;1.33;2.10;3.75;8.00;19.00;9.00;3.25;1.70;1.25;1.08;1.02
PAL X ATG 2017-06-21;173 (67%);459 (86%);14;21;33%;67%;;;;;2;4;3;6;;;49;67;17;10;3;4;;;6;5;259;536;;;6;7;3;5;4;4;3;6;9;13;2;2;0;1.62;;;2.20;2017-06-21;1.17;1.06;4.00;1.06;10.00;;;1.25;12.00;5.50;1.67;10.00;2.63;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;10.0;12.69;13.08;13.31;48.31;30.89;20.53;14.32;10.64;15.84;6.77;9.92;-57.1;-18.96;-16.06;-13.08;-10.2;-47.82;-24.49;-9.32;-0.45;29.9;9.87;6.05;-5.1;4.9;6.58;6.59;9.94;11.66;-39.63;-19.65;-6.68;9.83;5.37;30.58;16.93;12.36;29.27;14.32;75.0;8.58;7.73;11.76;12.66;9.82;15.06;7.78;3.45;0.11;-1.88;30.8;88.2;58.31;40.57;30.03;9.06;16.37;4.47;7.23;3.87;3.35;3.41;53.51;32.92;21.05;20.01;9.06;24.39;13.27;15.38;8.24;-5.8;-2.61;-41.49;-24.98;-14.55;-7.97;10.92;-2.85;13.09;39.59;-78.17;61.83;24.13;10.3;5.58;34.03;10.54;12.03;9.36;-30.0;1;22:00:00;1;ATG;PAL;1.05;1.20;1.67;2.63;5.00;10.00;12.00;4.33;2.15;1.44;1.17;1.06
CAP X SPO 2017-06-21;481 (87%);219 (73%);17;22;66%;34%;;;;;10;2;8;5;;;56;59;15;17;6;5;;;1;2;553;299;;;12;4;13;3;5;7;16;8;28;12;3;3;0;1.75;;;2.00;2017-06-21;1.40;1.40;1.55;1.67;2.10;;;2.50;3.00;3.00;3.25;3.60;1.95;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;10.0;-4.44;-2.7;53.0;39.15;23.42;-23.67;-5.07;-5.62;-5.24;-14.28;5.82;-60.33;-34.37;26.6;-7.6;-14.08;-40.39;-24.26;-16.53;49.87;17.48;3.33;15.14;11.08;13.67;-7.4;-8.61;-12.67;-15.09;-7.3;-1.59;-18.19;1.85;-35.67;-26.06;-46.05;-26.74;21.9;38.14;-60.0;10.77;6.37;-37.9;-19.84;100.0;87.4;31.65;11.19;-31.47;-19.7;-24.68;-50.82;-26.74;-18.64;-15.68;100.0;-43.92;-28.44;-47.2;-37.07;-26.04;-17.26;-14.26;-5.63;-7.03;-8.23;71.39;-8.95;-54.38;-41.75;-53.88;-41.09;-28.49;20.62;5.69;-29.38;-17.84;37.45;-29.66;-23.55;-18.43;-33.15;-66.94;-45.91;-64.52;-90.58;-46.55;-23.64;-26.2;-41.69;-25.0;1;22:45:00;1;SPO;CAP;1.10;1.44;2.40;4.50;11.00;23.00;7.00;2.63;1.53;1.18;1.05;1.01
CAM X SPT 2017-06-21;291 (75%);330 (77%);14;11;48%;52%;;;;;1;2;2;3;;;68;61;26;23;0;4;;;3;2;390;431;;;7;4;5;1;6;2;5;1;12;5;1;2;2;1.95;;;1.80;2017-06-21;1.22;1.11;2.80;1.14;5.50;;;1.44;7.00;4.33;1.95;6.50;2.40;False;;;True;False;True;True;False;False;;;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;-15.62;-7.94;-2.99;-0.42;-3.4;-4.53;-6.19;-72.78;-39.76;-19.79;6.7;23.6;9.56;17.94;92.53;60.15;27.01;-27.0;-5.4;-7.58;-38.18;4.73;-28.38;-46.07;-10.82;-4.86;-1.52;-1.54;0.3;-2.16;-32.51;-25.35;3.56;72.6;31.93;16.67;8.22;1.34;-14.4;-10.0;-13.18;-9.79;-2.65;2.87;-34.25;0.29;-1.38;-1.73;-2.62;-3.15;8.62;2.79;0.38;-1.38;-6.9;-20.45;-1.01;-56.77;-29.92;-24.29;-20.56;-9.51;-73.47;-65.96;-45.72;-52.16;-18.01;-26.71;24.53;-12.3;-8.17;-38.1;-18.11;-7.72;7.8;0.79;4.78;-11.56;24.18;15.71;10.46;8.08;11.38;6.85;5.65;9.93;7.48;5.65;-32.73;4.93;5.0;2;22:45:00;0;SPT;CAM;1.04;1.20;1.67;2.63;5.00;10.00;13.00;4.33;2.15;1.44;1.17;1.06
AVA X FLU 2017-06-21;354 (80%);326 (77%);12;18;51%;49%;;;;;5;4;4;5;1;0;52;64;20;19;5;2;;;0;1;445;423;;;12;8;6;5;4;5;4;6;15;14;1;1;3;1.91;;;1.91;2017-06-21;1.38;1.55;1.42;2.10;1.67;;;2.90;2.50;3.10;3.60;3.20;2.05;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;55.38;7.26;-7.65;-6.6;-11.69;-9.94;-5.13;-8.58;-9.0;-9.26;-3.35;-39.41;-72.45;-15.02;-12.62;-6.2;-0.36;4.24;25.8;15.97;-39.67;-5.59;-52.8;-31.2;-60.18;-100.0;-72.05;-44.85;30.4;7.12;13.6;-8.04;3.9;-3.04;-27.03;36.8;19.09;1.05;34.95;25.0;30.29;9.28;-6.0;3.81;4.24;8.6;0.87;-28.5;-14.42;-7.34;-3.1;1.9;4.2;-3.1;-3.26;6.87;-100.0;-65.19;-41.63;-27.25;-23.73;-0.68;45.8;19.91;-82.4;-24.13;33.49;17.13;-4.87;-5.22;35.15;16.76;13.22;12.6;2.24;3.65;5.4;29.08;11.53;10.17;36.65;26.72;20.81;15.09;12.06;-31.64;-17.91;-7.67;85.9;-10.01;40.0;0;22:45:00;-1;FLU;AVA;1.08;1.36;2.15;3.75;9.00;19.00;8.50;3.00;1.67;1.25;1.07;1.02
