game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
CAM X BOT 2016-06-30;371 (85%);299 (80%);14;13;55%;45%;7;1;9;9;;;56;53;9;15;3;5;1;1;6;2;438;373;;;6;8;4;3;9;8;14;4;20;12;;;3;2.05;;;1.70;2016-06-30;1.29;1.17;2.30;1.22;4.00;1.62;5.50;3.80;2.20;4.75;2.40;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;True;True;False;False;False;False;False;False;85.0;15.11;56.09;29.36;13.84;-22.3;-11.72;-34.62;-22.92;-15.97;-15.44;44.29;-6.31;2.7;6.04;-14.6;7.33;3.0;3.91;5.52;87.97;51.96;20.08;29.39;15.97;2.9;57.2;30.32;6.73;8.2;-30.9;-36.17;-18.16;5.69;-6.68;-6.35;-3.55;-72.94;-47.51;-52.39;55.0;-38.04;-24.52;-11.27;72.95;-6.25;37.86;-43.47;-15.47;-12.91;-16.97;-13.7;-10.82;-12.07;-29.44;-39.77;-16.62;-20.9;32.45;16.47;-61.13;63.87;19.43;2.35;10.3;14.87;33.3;-2.82;-32.3;-94.15;-58.55;-100.0;-67.68;-19.74;-7.13;18.11;76.78;100.0;1.6;67.45;38.35;19.57;2.87;-12.81;-11.55;-10.81;-35.37;-15.52;-83.36;22.17;80.2;-75.0;5;22:00:00;1;BOT;CAM;1.04;1.20;1.70;2.63;5.00;10.00;13.00;4.33;2.10;1.44;1.17;1.06
FLU X CFC 2016-07-02;272 (73%);375 (80%);19;24;44%;56%;2;1;2;10;;;47;61;19;14;6;1;0;1;1;6;373;467;;;3;10;2;6;1;6;2;3;5;13;2;1;0;1.75;;;2.00;2016-07-02;1.33;1.20;2.00;1.36;3.00;1.83;4.50;3.40;2.60;4.75;2.05;True;;;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;10.0;10.53;6.41;5.78;5.65;5.58;5.41;5.69;35.69;28.52;18.37;9.08;12.34;8.75;4.39;3.65;3.65;3.65;3.65;48.65;25.61;11.51;8.53;35.62;14.96;-19.7;-2.95;5.3;25.42;20.3;18.26;20.19;16.74;-16.87;13.2;17.63;59.33;39.35;22.81;-35.2;65.0;-5.71;-3.92;3.13;3.41;-5.02;7.77;7.15;7.15;7.15;11.52;39.11;21.15;10.47;4.12;-4.0;-1.73;-7.67;-12.22;-14.93;-16.54;17.2;17.65;18.88;11.11;1.5;-21.08;7.0;-14.17;19.31;5.49;22.99;9.32;4.7;0.47;4.44;35.32;35.54;6.88;25.31;21.84;29.41;91.68;51.54;68.42;38.26;19.59;-6.92;-24.04;9.04;-15.72;0.0;0;17:00:00;0;CFC;FLU;1.08;1.40;2.25;4.00;9.00;19.00;8.00;2.75;1.62;1.22;1.07;1.02
CAP X AME 2016-07-02;303 (78%);405 (84%);17;18;45%;55%;4;6;6;6;;;48;55;12;9;1;0;;;1;1;386;484;;;8;6;7;7;0;2;3;9;11;15;2;2;0;1.70;;;2.05;2016-07-02;1.22;1.11;2.63;1.18;4.50;1.45;6.50;4.00;2.10;6.00;2.25;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;16.3;15.56;9.91;4.69;2.55;5.64;0.3;-2.6;-2.5;-7.5;-7.91;-0.66;-0.8;2.48;3.86;5.21;5.28;-22.52;-8.08;18.6;11.91;-6.66;45.89;36.56;59.07;36.45;24.08;14.13;10.55;31.19;26.05;18.0;-5.92;13.21;5.36;7.43;10.14;22.53;19.89;30.0;3.45;-28.55;-35.05;26.45;-5.48;3.55;4.2;6.06;100.0;62.76;38.66;29.32;-38.55;-23.65;36.5;3.04;7.02;2.54;-21.15;-15.86;-0.94;6.2;9.91;-32.6;-22.09;22.4;6.46;4.43;-15.13;-5.41;-2.78;-3.45;-2.17;-0.3;4.87;2.01;-45.8;34.98;-47.31;-48.92;-30.24;-18.72;-8.53;-10.73;27.8;9.18;30.99;13.95;38.95;9.83;-40.0;1;19:30:00;1;AME;CAP;1.06;1.30;1.95;3.40;7.00;15.00;10.00;3.40;1.85;1.30;1.10;1.03
CRU X VIT 2016-07-03;168 (71%);292 (80%);19;15;41%;59%;4;4;10;8;;;57;46;18;12;5;8;;;5;5;238;366;1;0;15;8;6;7;10;7;5;10;20;18;4;3;2;1.91;;;1.91;2016-07-03;1.22;1.11;2.50;1.17;5.00;1.50;6.50;4.00;2.10;6.00;2.38;False;;;True;False;True;True;False;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;-34.8;3.67;7.5;95.76;59.88;39.23;1.95;6.46;-3.57;-13.85;-32.93;-18.29;-100.0;-62.87;-87.93;-96.42;-55.52;75.0;28.81;22.69;19.43;16.76;47.4;9.59;96.4;57.88;29.92;3.1;5.33;8.87;-36.13;-20.39;18.93;22.12;-36.07;-15.22;-2.1;4.27;-19.3;-2.83;-5.0;-10.1;-14.42;-2.59;-18.81;13.55;-8.48;-6.31;-5.02;-1.45;82.53;49.23;89.81;33.93;20.43;66.45;21.04;39.88;54.62;34.33;15.79;3.15;-76.75;-53.92;-38.84;-53.47;-22.38;18.13;-3.32;-12.19;24.28;26.91;9.51;11.86;-13.47;6.53;28.73;16.1;-16.33;12.82;17.35;13.56;-21.27;-80.3;-44.29;-25.18;31.8;13.22;39.96;-1.75;20.28;-25.0;2;12:00:00;0;VIT;CRU;1.05;1.25;1.75;3.00;5.50;11.00;12.00;3.75;2.05;1.36;1.14;1.05
INT X GRE 2016-07-03;216 (64%);255 (69%);26;21;46%;54%;2;5;3;12;;;81;74;11;11;3;3;;;1;3;335;371;;;7;12;5;11;4;3;4;7;11;19;5;4;1;1.80;;;1.95;2016-07-03;1.38;1.38;1.57;1.67;2.10;2.40;3.10;3.10;3.20;3.60;2.00;True;;;False;True;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;-10.26;53.07;32.41;-42.5;-11.07;72.4;77.67;44.79;28.59;35.62;-13.85;-41.2;-96.45;-95.46;-49.26;-28.29;-11.36;2.4;5.0;3.73;-3.7;-11.13;-14.87;-10.22;-7.37;-0.68;-1.33;-31.2;-19.53;22.2;63.67;44.86;-10.92;30.91;20.39;12.39;5.01;10.21;8.68;25.0;12.77;10.2;73.39;45.53;-5.79;24.33;13.66;47.69;23.11;13.33;37.88;32.31;46.02;27.15;15.93;-40.3;12.03;81.2;45.83;25.19;17.91;8.22;-2.75;-3.7;-28.54;-23.69;-27.77;-5.77;-0.11;8.24;-11.84;-4.31;3.56;8.56;38.04;27.06;24.78;-20.7;6.97;1.01;-9.79;-13.99;-4.2;-2.19;4.75;7.5;5.64;3.6;-13.91;7.76;55.0;0;12:00:00;-1;GRE;INT;1.10;1.40;2.35;4.33;10.00;21.00;7.50;2.75;1.57;1.20;1.06;1.02
BOT X STA 2016-07-03;382 (80%);301 (75%);11;15;55%;45%;4;1;6;6;;;49;52;13;11;4;1;;;2;1;477;401;;;10;5;8;3;3;6;5;5;15;10;3;1;1;1.80;;;1.95;2016-07-03;1.25;1.14;2.38;1.22;4.00;1.55;5.50;3.80;2.20;5.50;2.25;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;-13.44;-11.82;-4.01;-9.37;-4.26;-4.25;-3.51;-3.55;68.76;39.18;71.9;22.53;12.64;6.76;-1.94;-1.94;-1.94;4.15;11.08;7.99;6.15;36.11;0.06;-33.93;-14.52;-7.39;61.34;37.07;2.54;4.04;0.3;23.6;27.27;14.8;46.04;12.75;10.53;7.31;46.88;0.0;46.72;30.35;-28.5;-100.0;22.01;-70.08;-41.76;-26.16;-14.66;-31.87;-20.28;-3.39;-3.14;-3.0;-1.22;19.63;-16.54;-26.7;24.07;9.09;14.56;-17.64;-26.06;-14.92;-1.81;7.36;6.13;11.54;15.45;6.24;0.39;-3.08;-5.12;-6.32;-36.32;-25.07;-13.38;3.68;56.32;25.4;8.86;0.64;0.39;-8.86;-34.89;-31.83;-50.29;-41.64;-34.4;-25.39;10.0;2;17:00:00;1;STA;BOT;1.05;1.29;1.95;3.25;6.00;13.00;11.00;3.50;1.85;1.33;1.13;1.04
COR X FLA 2016-07-03;402 (85%);379 (84%);16;6;51%;49%;3;3;7;6;;;54;49;10;15;3;3;1;0;5;1;475;450;;;8;12;7;7;3;7;5;5;13;17;3;2;0;1.75;;;2.00;2016-07-03;1.34;1.29;1.83;1.44;2.63;2.00;3.75;3.30;2.75;4.33;2.05;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;7.4;-13.23;-19.21;-22.84;-8.81;22.6;5.16;-21.8;-9.01;-100.0;-66.91;11.8;-39.44;-21.92;-13.22;-5.73;-2.1;1.3;4.24;12.13;9.93;3.11;64.02;2.78;72.37;8.34;5.82;-48.97;-25.98;-19.7;-16.38;-13.72;-48.42;42.16;-49.96;-5.88;-0.03;-17.07;-3.8;17.07;10.0;5.03;-2.93;-2.93;-4.19;-25.9;-6.69;-34.83;-16.56;-5.7;-4.1;-3.15;-0.93;-1.52;-67.12;-30.77;66.6;100.0;75.99;41.94;71.53;37.02;6.84;-4.84;-5.23;-16.05;-15.98;38.63;-20.94;-19.04;-12.91;-8.9;-6.73;28.05;13.38;6.15;46.85;57.4;-29.2;100.0;94.86;61.74;38.71;26.03;7.92;9.75;-22.4;-12.89;77.6;-14.73;44.13;-5.0;4;17:00:00;1;FLA;COR;1.08;1.40;2.25;4.33;10.00;21.00;8.00;2.75;1.62;1.20;1.06;1.02
PON X SPO 2016-07-03;205 (74%);416 (87%);12;14;36%;64%;2;7;2;6;0;1;61;67;16;20;6;1;1;0;3;0;277;480;1;0;2;12;3;8;1;7;4;10;6;22;2;3;0;;;;;2016-07-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;41.87;27.51;21.98;38.32;21.04;8.99;-34.3;-12.18;32.8;11.92;5.74;2.92;-4.4;7.8;49.71;28.5;15.67;14.35;12.67;38.69;27.8;7.01;21.36;12.06;11.53;11.68;8.99;-7.8;6.2;8.56;-23.8;76.2;6.17;40.17;30.29;24.42;23.16;23.51;9.29;25.0;-35.7;59.3;30.72;54.25;-6.8;44.72;18.05;8.66;1.96;7.34;4.86;6.06;5.77;75.97;92.29;40.8;62.37;44.57;33.18;26.2;18.89;12.51;-32.7;-18.57;-26.0;-15.05;23.12;-8.16;-1.5;0.92;1.7;1.46;31.32;59.07;35.57;19.18;14.44;18.88;29.39;4.46;-5.0;-3.95;-10.24;-10.47;-6.28;-4.16;9.2;33.89;60.08;19.54;0.0;1;17:00:00;1;SPO;PON;;;;;;;;;;;;
SAN X CHA 2016-07-03;274 (76%);572 (90%);3;14;37%;63%;3;1;6;11;;;43;47;12;13;3;5;;;1;1;359;639;;;4;6;3;2;5;6;7;3;11;9;1;1;0;1.80;;;1.95;2016-07-03;1.25;1.07;3.00;1.10;7.00;1.40;9.00;4.20;1.91;7.00;2.50;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;12.4;8.81;4.18;10.89;31.13;24.79;21.36;13.77;1.2;5.0;-3.02;6.75;13.48;14.24;40.26;22.96;17.68;31.07;-38.7;21.3;5.31;2.93;0.43;2.6;3.73;40.74;25.32;16.43;10.78;25.08;10.61;4.9;-52.07;1.5;-41.32;42.5;17.72;42.3;100.0;0.0;70.34;53.06;37.14;25.88;-24.96;15.84;15.07;6.29;-47.0;-25.7;-14.99;-3.62;-1.28;5.33;10.71;-8.49;13.91;5.44;40.78;56.25;30.08;42.96;100.0;58.11;32.8;-29.36;-4.47;-7.2;-4.46;-7.26;-3.93;-24.71;19.5;1.93;0.99;5.05;5.43;-46.08;2.38;27.05;16.72;10.21;41.62;19.3;4.17;-2.93;37.07;51.26;-16.12;30.88;-65.0;3;17:00:00;1;CHA;SAN;1.05;1.22;1.73;2.75;5.50;11.00;12.00;4.00;2.08;1.40;1.14;1.05
FIG X CAM 2016-07-03;262 (73%);317 (78%);21;15;47%;53%;1;4;2;4;;;68;50;21;18;6;2;;;1;1;361;407;1;1;5;5;5;6;3;7;4;12;9;17;4;2;1;2.00;;;1.75;2016-07-03;1.36;1.73;1.30;2.38;1.53;3.50;2.15;3.20;3.60;2.88;2.25;False;;;True;False;True;True;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;5.0;-79.0;-40.94;-18.32;-5.24;3.53;9.0;36.91;18.51;-63.0;-9.24;7.97;-2.29;-5.21;-4.35;0.23;-8.37;-7.11;-0.57;3.55;5.66;12.43;-12.6;13.93;14.42;49.38;25.16;10.4;4.5;16.01;9.46;-7.0;3.0;-7.37;-3.5;-5.62;-7.26;-52.5;-39.87;-26.89;0.0;61.56;24.08;14.5;9.64;-7.08;36.39;18.09;52.04;72.23;8.94;4.09;-3.97;6.03;6.03;21.04;-6.25;13.46;9.33;6.13;7.73;7.93;-15.47;-7.52;-0.54;-31.66;29.0;-5.76;6.0;27.64;15.13;90.3;50.53;29.12;29.53;16.63;-11.0;-1.08;3.33;53.0;33.13;22.77;22.36;16.07;16.82;40.98;50.34;60.93;42.6;-77.4;36.1;-15.0;1;20:00:00;0;CAM;FIG;1.07;1.30;2.00;3.40;7.00;15.00;9.50;3.40;1.80;1.30;1.10;1.03
SPT X PAL 2016-07-04;193 (65%);332 (78%);20;28;40%;60%;2;5;0;5;;;72;64;21;18;4;4;;;1;2;297;428;;;7;7;4;7;7;5;6;10;13;17;5;4;3;2.20;;;1.62;2016-07-04;1.33;1.60;1.42;2.00;1.73;2.90;2.38;3.40;3.25;3.00;2.25;False;;;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;10.03;-79.2;-42.57;-22.73;-10.92;27.8;-37.8;-6.11;5.6;5.64;4.28;66.08;45.5;35.04;-24.2;5.8;-7.12;6.6;9.16;10.78;9.51;0.87;1.96;-4.0;-2.56;-1.73;-1.24;-0.39;5.56;8.8;-29.5;-8.93;-1.67;27.9;10.92;10.33;12.58;11.33;-5.75;-5.0;-2.69;-2.42;4.5;0.82;-10.08;30.41;-29.31;-5.85;-3.12;-1.13;-2.17;31.58;14.41;9.21;1.11;-7.34;75.24;42.08;-25.37;-0.44;-10.37;-47.04;-23.54;-42.71;-55.97;-28.11;-6.24;-9.68;-12.28;-11.23;-80.6;-49.45;-30.93;-16.32;-12.65;-5.26;28.3;-0.59;18.41;14.13;11.95;20.66;13.48;11.07;100.0;71.21;49.65;32.57;2.8;22.43;85.0;1;21:00:00;-1;PAL;SPT;1.05;1.22;1.85;2.75;5.50;11.00;12.00;4.00;1.95;1.40;1.14;1.05
CHA X COR 2016-07-09;414 (79%);238 (71%);24;24;61%;39%;1;3;5;3;;;62;64;13;17;3;5;0;1;3;3;522;333;0;1;6;6;4;3;7;3;6;3;12;9;1;2;2;1.80;;;1.95;2016-07-09;1.33;1.62;1.40;2.10;1.67;3.00;2.30;3.40;3.75;3.10;2.05;True;;;False;True;False;True;False;True;False;True;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-1.4;-4.02;-3.82;5.1;7.14;-6.6;3.4;49.8;35.83;22.52;15.48;-2.23;10.55;5.28;27.85;21.07;12.04;6.67;3.4;-0.37;-0.84;-0.84;-27.73;20.65;7.67;5.24;-4.35;40.7;17.95;8.0;1.7;-8.0;-9.98;-21.88;-8.62;-10.7;-21.94;-12.25;-11.86;-11.63;-90.0;-40.01;-26.14;-24.09;-12.49;-23.41;16.47;4.55;-3.53;-3.53;-25.9;-45.49;-30.65;-18.29;29.67;12.77;-14.81;-35.33;-50.26;-30.18;-18.22;-63.88;-33.43;-23.98;-20.96;-39.34;-24.56;-14.71;-19.87;-11.43;-11.42;34.88;-57.27;-15.08;-1.23;-3.64;-8.05;-3.82;-7.98;-6.13;-2.51;-4.54;-5.74;-1.46;-3.91;-5.74;-1.46;21.71;4.12;-5.54;-8.29;-100.0;0;17:30:00;-1;COR;CHA;1.08;1.40;2.25;4.00;9.00;21.00;8.50;2.75;1.62;1.22;1.07;1.02
CFC X BOT 2016-07-09;305 (75%);325 (79%);19;22;49%;51%;4;4;8;11;;;56;55;14;21;6;2;0;2;1;0;408;414;;;5;8;3;6;2;6;4;8;9;16;3;1;0;1.91;;;1.91;2016-07-09;1.25;1.22;1.91;1.40;2.75;1.80;4.00;3.75;2.60;4.33;2.20;True;;;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-10.0;28.89;11.93;5.66;1.93;-43.54;-45.47;-13.71;-9.85;-77.56;-37.24;-12.05;-14.88;24.6;16.12;12.12;13.97;12.28;9.87;14.73;8.17;3.52;-13.26;0.97;19.05;9.43;4.46;7.21;8.85;8.36;9.56;48.4;31.07;-6.58;55.77;35.45;83.38;44.03;31.89;82.06;55.0;53.4;31.89;28.94;15.17;26.3;-26.6;-45.32;39.35;10.79;15.88;45.77;47.49;23.24;16.42;22.57;25.45;9.37;-21.5;-11.61;-12.12;-13.21;-13.14;-16.62;-32.27;-26.31;-17.77;16.98;-12.67;-8.69;-5.42;-9.6;-37.45;-24.01;-16.06;-10.48;-6.79;-2.73;11.95;28.93;15.39;8.16;-31.07;-16.53;28.93;14.09;7.38;10.63;6.6;52.21;-4.8;-5.0;0;17:30:00;0;BOT;CFC;1.06;1.33;2.00;3.50;7.00;17.00;10.00;3.25;1.80;1.29;1.10;1.02
PON X SPT 2016-07-09;327 (75%);179 (67%);34;28;62%;38%;4;2;4;4;;;76;62;12;17;4;1;;;0;5;436;268;;;3;7;3;3;2;6;6;4;9;11;2;2;1;1.91;;;1.91;2016-07-09;1.30;1.20;2.05;1.33;3.25;1.80;4.50;3.50;2.50;4.50;2.25;False;;;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;6.0;-11.74;-87.0;-48.75;-26.12;-11.55;16.4;13.88;10.24;83.08;45.99;14.57;-28.2;-7.2;19.2;12.91;7.78;6.59;-5.95;-8.33;-11.63;-12.86;0.86;-11.48;-10.24;-39.49;-46.89;-26.34;-19.27;-18.44;-10.72;-16.87;-9.98;40.31;-5.52;-2.61;-8.08;-10.59;6.9;32.24;0.0;19.76;17.85;16.71;10.42;29.97;4.83;3.82;9.76;43.29;21.54;8.61;0.93;-4.15;-4.41;-0.24;35.07;2.23;-2.93;-5.11;-27.74;-21.29;-17.45;35.36;10.29;-10.04;-5.94;17.73;-8.22;-12.56;-10.44;-8.81;-3.21;1.65;-3.35;-29.83;-20.84;16.65;10.22;78.99;43.86;24.83;11.66;2.35;-7.65;-7.65;-7.65;-2.65;1.65;-15.9;22.09;-35.0;2;22:00:00;1;SPT;PON;1.06;1.30;1.95;3.50;7.00;15.00;10.00;3.40;1.85;1.29;1.10;1.03
FLA X CAM 2016-07-10;347 (81%);284 (79%);7;12;55%;45%;7;0;5;6;;;46;67;23;10;1;2;;;2;0;428;360;;;8;4;4;4;2;3;5;3;13;7;4;1;0;2.00;;;1.75;2016-07-10;1.34;1.44;1.57;1.80;1.91;2.45;2.80;3.30;3.20;3.25;2.10;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;10.0;28.8;11.15;1.12;81.2;48.08;34.48;7.75;4.26;-4.1;-6.23;11.75;-2.86;-4.44;-11.29;-8.27;-6.24;5.6;4.84;7.02;10.89;13.6;17.78;47.71;33.14;19.49;11.13;-24.96;-17.92;-14.76;31.27;18.07;22.3;11.97;10.43;3.38;-4.21;-6.75;-9.04;-19.44;-5.0;-10.83;-10.65;-7.49;-5.59;16.72;-43.71;-52.47;-32.31;-20.55;-13.56;-6.44;-3.31;-63.31;73.55;14.92;43.8;2.38;-2.2;-7.2;-14.47;-10.31;32.2;13.15;-32.8;32.2;30.75;54.01;15.65;9.27;7.71;1.95;-5.55;-3.52;-2.32;-1.6;-1.17;-0.55;64.71;-0.55;-30.55;-18.38;-11.15;-6.85;-4.3;-0.55;3.5;5.42;6.74;42.57;-11.5;0.0;2;12:00:00;1;CAM;FLA;1.06;1.30;2.05;3.50;7.00;15.00;10.00;3.40;1.75;1.29;1.10;1.03
GRE X FIG 2016-07-10;216 (63%);433 (80%);17;27;39%;61%;5;9;7;9;;;59;70;14;11;10;0;;;1;1;345;543;;;3;13;6;6;1;12;9;14;12;27;1;1;1;1.53;;;2.38;2016-07-10;1.18;1.06;3.50;1.08;8.00;1.30;11.00;5.00;1.80;9.00;2.40;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;-7.27;4.27;32.5;27.69;23.55;46.08;34.38;20.42;38.38;23.97;-1.55;13.54;9.21;-17.2;-10.26;-37.42;-17.38;-5.46;10.0;17.66;15.22;-11.52;47.61;26.86;9.16;9.09;4.83;79.4;46.67;33.8;85.35;56.38;-33.65;27.82;36.78;21.66;48.2;-29.8;-0.74;75.0;-9.64;7.3;-0.8;48.0;25.0;29.78;24.54;15.31;10.27;-23.74;40.6;-19.4;-1.41;45.6;28.92;-20.0;89.78;53.02;29.68;12.45;3.07;-8.1;35.45;23.88;19.78;42.53;-16.01;23.73;14.59;16.39;17.46;16.24;12.91;-41.88;-17.95;-3.16;33.12;-37.93;21.1;-21.88;-0.81;23.12;38.76;41.41;-26.4;-28.12;-16.24;32.2;-16.29;12.98;70.0;2;12:00:00;1;FIG;GRE;1.06;1.29;1.90;3.40;6.50;15.00;10.00;3.50;1.90;1.30;1.11;1.03
STA X INT 2016-07-10;248 (69%);243 (72%);22;19;52%;48%;2;4;7;4;;;76;63;19;21;2;2;1;1;1;1;360;339;;;9;4;7;1;2;3;2;4;11;8;2;0;0;1.75;;;2.00;2016-07-10;1.36;1.53;1.48;1.83;1.83;2.70;2.60;3.20;3.40;3.40;2.05;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;37.62;30.74;16.48;6.96;-2.0;-8.41;-13.24;12.2;-4.9;-5.97;-12.15;-2.0;1.03;1.03;1.61;27.35;22.21;16.23;17.67;13.03;8.41;-5.02;-27.4;-10.81;-4.03;3.0;27.9;21.47;15.39;-22.15;-10.43;-10.62;-30.78;-3.88;-64.87;-39.05;-10.17;-8.0;-32.29;40.0;-36.89;-29.11;-70.99;-44.78;-15.3;-27.32;-61.38;58.2;15.34;7.53;2.87;9.26;-5.93;-3.62;4.47;-5.36;16.06;8.72;-25.33;-6.98;-4.81;-1.29;-3.09;-2.36;-4.08;-4.76;-9.52;-5.73;7.3;6.54;13.02;11.86;6.2;-7.3;-15.06;-12.9;-11.24;7.3;-9.89;-8.62;-27.49;-42.2;-20.95;-8.31;8.9;8.33;10.99;10.34;55.24;4.96;30.0;1;17:00:00;1;INT;STA;1.10;1.44;2.35;4.33;10.00;21.00;7.50;2.63;1.57;1.20;1.06;1.02
SPO X AME 2016-07-10;318 (79%);424 (87%);13;12;46%;54%;2;6;3;4;;;49;52;13;7;4;1;;;0;3;403;488;;;3;12;4;8;1;7;4;9;7;21;4;1;0;1.75;;;2.00;2016-07-10;1.29;1.11;2.60;1.18;4.50;1.53;7.00;3.75;2.20;6.00;2.25;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;24.8;21.15;14.78;10.21;-4.65;-5.65;-8.46;-4.81;27.2;24.54;19.87;34.73;44.6;30.69;25.42;24.19;11.31;3.37;-21.6;-14.07;23.45;3.15;7.11;7.79;4.6;1.21;-2.66;73.36;45.85;30.78;26.82;28.67;-5.13;16.09;13.82;12.46;86.29;55.26;77.42;;94.89;55.29;26.16;14.39;-0.14;29.42;11.31;4.25;5.06;5.98;4.67;5.87;1.59;28.67;19.74;-5.5;64.43;33.09;14.83;1.74;25.82;21.89;18.86;17.05;15.98;13.11;-9.85;7.49;8.45;4.02;-5.6;-63.16;-38.18;-23.63;-9.6;-5.9;0.4;-0.38;4.68;-7.4;-45.45;97.85;45.03;-37.15;-32.97;-13.59;-12.5;-4.8;40.26;2.85;-5.0;3;17:00:00;1;AME;SPO;1.07;1.30;2.05;3.50;7.00;15.00;9.50;3.40;1.75;1.29;1.10;1.03
