game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
CEA X PAL 2018-06-10;419 (83%);281 (78%);15;14;58%;42%;1;0;3;2;2;5;;;4;4;;;;;;;;;48;49;12;15;4;1;1;0;;;;;2;1;505;358;;;6;6;4;6;3;6;3;11;;;9;17;2;3;2;1.61;2.20;2018-06-10;1.30;2.25;1.16;3.75;1.25;5.50;1.66;3.50;5.50;2.40;2.04;False;True;False;True;True;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;-3.53;4.53;13.2;12.64;27.51;64.32;34.8;17.25;6.82;-3.1;13.78;-7.08;56.9;29.49;-82.2;-33.58;-15.23;-15.28;83.0;51.05;40.92;16.02;28.19;19.71;8.35;-7.2;-0.58;26.6;11.82;13.02;11.17;39.43;17.35;24.76;43.28;18.8;4.49;-6.47;7.8;65.0;-28.35;-14.62;-6.56;-26.77;13.15;-22.02;-16.5;-15.45;-14.83;-12.6;-21.32;-16.51;-3.64;-11.0;-10.37;14.9;-15.84;-79.83;-58.62;-38.65;-27.14;-19.82;-11.01;-10.23;-4.2;-5.61;-92.17;-1.45;26.55;16.23;9.97;1.61;21.27;11.1;7.0;-4.57;40.71;-53.99;23.31;19.46;17.17;16.18;2.23;-4.37;-2.99;9.27;88.06;60.08;36.47;43.44;-70.0;2;17:00:00;0;PAL;CEA;1.10;1.44;2.30;4.33;10.00;21.00;7.50;2.62;1.60;1.20;1.06;1.01
GRE X AME 2018-06-10;282 (79%);504 (86%);12;24;38%;62%;1;1;1;2;2;2;;;4;7;;;;;;;;;45;70;13;14;3;3;0;1;;;;;;;357;586;;;5;7;5;6;3;4;5;5;;;10;12;3;2;0;1.53;2.37;2018-06-10;1.20;1.07;3.40;1.08;8.00;1.33;10.00;4.60;1.90;8.50;2.30;True;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;5.29;6.82;8.95;12.08;12.08;12.08;12.08;12.08;12.08;12.08;-12.95;12.08;12.08;12.08;-34.71;20.29;6.86;8.97;10.23;13.95;-24.71;-14.7;-5.76;-23.53;-9.09;-0.51;46.82;32.73;31.22;23.46;18.85;13.13;-15.74;12.7;52.08;35.86;-29.71;-0.33;5.29;5.0;100.0;100.0;61.0;31.94;-16.36;-72.8;-46.19;-27.37;-16.18;-9.53;4.8;0.65;3.33;-2.07;-4.43;-5.98;-27.39;-69.13;-44.32;-29.2;-18.75;-11.06;-4.36;-4.09;3.28;-0.84;5.29;-0.84;4.16;1.57;-0.84;-0.87;-1.29;-1.92;-1.92;4.16;1.05;-19.71;-3.75;-5.51;-6.96;-3.2;-4.61;-5.23;-0.6;-2.85;-9.56;-8.25;-4.8;-7.47;-40.0;1;17:00:00;1;AME;GRE;1.07;1.33;2.00;3.50;7.00;15.00;9.50;3.25;1.80;1.28;1.10;1.03
FLA X PAR 2018-06-10;305 (85%);549 (91%);11;13;38%;62%;0;3;0;4;1;2;;;5;9;0;1;;;;;;;57;62;8;11;3;0;;;;;;;1;1;357;601;;;1;8;6;4;0;5;6;3;;;7;11;0;2;0;1.40;2.75;2018-06-10;1.20;1.05;3.75;1.05;11.00;1.28;13.00;4.75;1.80;11.00;2.25;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;10.0;0.27;5.5;26.13;18.39;13.42;11.37;34.67;27.03;23.44;19.9;10.65;17.8;78.49;46.06;29.16;19.22;13.31;5.05;5.34;30.34;25.21;11.03;15.51;-19.3;-5.77;40.5;20.39;7.17;-38.8;-14.68;-6.7;5.04;31.26;6.03;16.51;3.94;-20.5;-59.92;-29.53;;-11.83;-9.96;-7.73;-4.32;43.28;4.83;10.41;11.27;16.77;15.05;18.42;10.27;5.8;2.77;-4.95;-29.6;-6.41;-7.31;5.65;-9.35;5.65;6.45;77.37;43.85;20.03;11.95;3.8;7.15;25.46;15.01;9.89;16.3;10.12;8.41;9.24;-25.72;-8.54;3.87;59.28;36.17;-25.72;4.28;46.73;48.35;38.4;-25.03;4.97;4.97;9.27;5.67;55.0;2;20:00:00;1;PAR;FLA;1.08;1.36;2.14;3.75;8.00;19.00;8.00;3.00;1.66;1.25;1.08;1.02
SAN X INT 2018-06-10;279 (80%);458 (86%);15;17;40%;60%;;;1;1;1;4;;;2;7;;;;;;;;;54;62;20;10;3;2;0;1;;;;;1;1;348;535;0;1;7;8;9;7;4;4;7;7;;;14;15;4;3;2;1.66;2.10;2018-06-10;1.35;1.37;1.61;1.61;2.20;2.30;3.10;3.25;3.10;4.00;1.95;False;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;2.6;-57.2;-24.07;-37.44;-22.96;-37.05;-15.64;-42.48;-19.7;-7.65;4.0;24.15;-21.0;-9.33;50.4;-35.33;-6.06;-2.37;-1.77;-5.13;-0.75;-1.15;13.76;-21.39;-13.42;-12.16;-77.87;-41.91;29.33;-5.0;-4.63;3.4;2.6;14.78;0.9;1.43;2.05;2.05;42.05;17.94;35.0;20.45;16.94;14.86;15.64;15.39;9.84;5.14;77.71;45.86;-79.98;-31.76;-18.86;-16.76;-24.95;-38.81;20.56;-23.0;-13.59;55.08;29.13;15.84;15.71;10.64;3.53;8.39;1.57;40.94;-3.7;-0.72;1.3;1.3;-28.7;-14.87;-7.64;-8.34;40.72;24.06;22.19;14.93;9.5;11.64;9.62;6.38;29.46;38.18;33.0;19.91;12.51;19.7;-62.8;100.0;1;20:00:00;-1;INT;SAN;1.10;1.50;2.40;5.00;11.00;26.00;7.00;2.50;1.53;1.16;1.05;1.01
SPO X VIT 2018-06-12;295 (81%);377 (83%);17;13;44%;56%;2;0;2;1;3;4;;;1;6;;;;;;;;;71;48;17;24;2;5;;;;;;;1;5;362;454;1;1;5;5;1;5;5;5;4;9;;;9;14;3;5;0;1.75;2.00;2018-06-12;1.20;1.10;3.00;1.12;6.00;1.40;7.50;4.50;1.95;6.50;2.40;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;10.81;36.91;31.19;12.55;39.98;22.12;23.45;11.44;-71.0;-37.68;9.65;-24.44;-19.06;71.4;37.46;14.0;5.41;0.42;-7.86;-7.2;-1.81;9.43;6.87;-43.13;-19.87;-3.31;3.7;4.14;27.26;12.56;8.45;6.35;16.21;5.1;18.03;12.57;76.96;40.23;13.4;-10.0;-43.0;-24.68;-22.84;-13.18;8.64;35.0;25.2;20.61;38.47;100.0;60.77;34.37;43.67;27.68;8.7;11.39;8.64;3.6;3.74;5.31;11.62;41.26;14.25;11.62;15.06;36.74;8.5;27.67;20.62;15.41;11.14;7.11;1.2;-2.4;-8.0;-46.55;-34.87;10.08;-2.55;-8.34;-11.47;11.67;11.91;12.41;17.5;55.53;36.74;25.95;30.5;19.53;-40.0;3;22:30:00;1;VIT;SPO;1.05;1.25;1.72;3.00;5.50;13.00;12.00;3.75;2.07;1.36;1.14;1.04
AME X CHA 2018-06-13;346 (83%);348 (84%);16;17;51%;49%;2;3;2;3;2;2;;;8;3;2;0;;;;;;;57;60;15;13;3;2;;;;;;;1;2;417;413;;;6;9;6;7;2;3;4;3;;;10;12;0;5;0;1.80;1.95;2018-06-13;1.37;1.28;1.80;1.44;2.62;2.04;3.90;3.10;2.87;4.33;2.00;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-15.0;-2.76;-3.83;-1.3;40.8;56.92;37.65;29.79;47.15;22.8;9.42;-3.32;3.63;-1.7;-23.94;33.8;18.75;23.18;40.57;57.41;23.29;7.53;2.6;5.3;32.87;8.29;1.65;2.51;-3.9;-57.46;-26.5;32.0;11.27;2.17;18.51;16.51;10.82;5.57;12.9;11.51;0.0;4.68;0.62;-2.05;-28.84;38.09;-29.22;-23.95;-20.82;-16.1;-11.43;-9.79;-31.42;-24.28;-8.51;-59.13;30.56;-34.23;-17.77;-9.47;-30.41;-18.4;-15.35;65.64;34.16;22.76;15.35;34.75;10.96;-43.5;-23.44;-32.48;-17.92;-9.27;6.5;-3.44;-3.44;-55.15;17.71;-36.34;-25.53;-36.88;-18.63;-14.07;-5.07;8.04;9.07;-40.7;-16.31;7.64;-5.62;-30.0;0;17:00:00;0;CHA;AME;1.10;1.40;2.30;4.00;10.00;21.00;7.50;2.75;1.60;1.22;1.06;1.01
FLU X SAN 2018-06-13;466 (88%);443 (88%);17;12;52%;48%;1;0;2;0;0;5;;;7;2;;;;;;;;;62;52;12;15;1;1;;;;;;;3;1;528;501;;;5;5;4;7;2;1;1;8;;;6;13;3;2;1;2.00;1.75;2018-06-13;1.36;1.44;1.55;1.80;1.90;2.50;2.80;3.20;3.25;3.40;2.10;True;False;True;False;True;False;True;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;4.17;-3.08;-3.08;-5.28;-12.03;-4.12;-25.42;-18.49;-14.26;-6.38;28.45;15.8;44.14;1.31;-44.33;-25.18;25.67;-3.5;3.09;0.97;-9.16;24.41;-31.2;-22.45;-22.62;-8.54;-8.8;-7.83;-8.75;-8.36;-9.15;36.16;17.51;9.94;2.4;7.71;12.07;6.69;41.63;25.0;29.84;17.09;14.43;3.82;6.48;-5.08;-37.98;-20.16;-9.95;-28.17;-11.81;4.6;-4.82;-7.77;-37.67;-3.93;-24.81;-12.16;22.93;2.49;1.66;-43.96;-34.63;-26.26;-19.02;-65.09;-6.09;-45.28;-31.11;-23.05;-18.26;-5.62;-1.38;-19.23;-9.84;6.23;26.58;5.9;11.15;3.46;-4.56;-6.56;-10.41;-3.49;2.36;-77.64;-43.04;-22.89;11.7;-14.18;35.0;0;20:00:00;-1;SAN;FLU;1.07;1.30;2.07;3.50;7.00;15.00;9.50;3.40;1.72;1.28;1.10;1.03
PAR X CRU 2018-06-13;388 (82%);293 (80%);11;16;57%;43%;1;0;2;1;2;2;12;23;4;3;;;2/20 (10%);2/11 (18%);11;16;11/14 (79%);15/20 (75%);63;64;23;23;0;3;;;9;11;29/59 (49%);24/48 (50%);4;1;471;365;;;7;5;4;4;4;1;3;2;14/21 (67%);11/14 (79%);10;7;2;8;1;1.57;2.25;2018-06-13;1.36;1.72;1.30;2.50;1.50;3.50;2.14;3.20;4.50;3.00;1.90;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;;False;False;True;True;True;False;10.0;-15.09;-16.8;-17.81;-17.81;-22.81;-12.58;26.0;-24.0;-10.59;-11.75;13.62;-6.88;-15.9;-7.54;-29.9;-18.02;-6.45;-3.82;-3.0;-0.72;-1.02;15.76;-1.64;-1.64;-1.64;-26.12;-20.68;-10.17;-8.92;-8.18;22.07;8.8;22.04;2.15;1.89;-34.6;-21.01;-16.87;-4.94;0.0;-100.0;-72.77;-35.9;-23.0;9.51;-6.04;1.69;8.12;6.01;4.97;3.61;-3.75;-40.06;-24.24;-4.81;5.21;17.9;7.06;7.61;25.08;14.72;7.95;-79.47;-43.85;-27.07;-10.6;2.83;-5.18;4.0;8.51;1.19;1.47;-3.83;86.17;21.47;4.88;-28.17;-7.8;-17.95;-25.25;-26.09;-18.08;-18.17;-15.09;-12.88;-16.2;-13.92;-8.97;-12.72;-16.4;10.0;1;20:30:00;0;CRU;PAR;1.12;1.57;3.10;6.00;15.00;;6.00;2.25;1.36;1.12;1.03;-1
SPT X GRE 2018-06-13;368 (81%);400 (84%);19;15;49%;51%;0;1;0;1;0;4;;;2;4;;;;;;;;;61;56;16;14;1;3;;;;;;;2;0;455;476;;;2;5;2;5;3;1;3;5;;;5;10;2;3;0;1.61;2.20;2018-06-13;1.36;1.61;1.36;2.20;1.61;3.20;2.30;3.20;4.00;3.20;1.90;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-5.4;34.25;-36.2;-14.03;-15.1;-8.13;-41.81;-18.57;-5.55;5.13;11.17;-8.61;12.09;9.65;8.09;22.23;40.26;28.73;18.95;13.13;8.56;5.49;5.4;5.36;5.51;1.45;-21.67;-14.32;-20.49;-19.17;-3.87;4.1;1.25;-5.0;4.82;6.57;-6.8;-3.95;3.4;3.83;-5.0;-4.3;-5.14;-6.27;-7.31;-9.47;-47.93;-33.58;-70.04;-43.09;-27.08;-14.58;23.3;15.98;7.93;-26.7;-11.83;-39.57;-36.66;-28.44;-15.65;-6.19;-0.57;1.64;2.58;2.58;2.58;-5.23;2.58;2.58;2.58;2.58;3.95;9.76;63.06;39.75;25.89;42.54;26.4;57.08;37.02;64.17;35.23;26.17;15.4;10.87;5.56;5.76;10.14;48.38;8.11;-5.0;0;20:30:00;0;GRE;SPT;1.11;1.53;2.60;5.50;13.00;26.00;6.50;2.37;1.47;1.14;1.04;1.01
BOT X CAP 2018-06-13;496 (90%);269 (81%);18;15;63%;37%;0;5;0;6;10;4;12;23;9;8;0;2;;;;;;;45;53;9;11;6;3;;;;;;;1;0;554;332;;;8;14;7;10;3;7;12;8;;;20;21;2;0;0;1.75;2.00;2018-06-13;1.36;1.25;1.83;1.40;2.75;2.00;4.00;3.20;2.75;4.50;2.00;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;10.0;22.4;1.64;-2.6;-2.6;2.4;80.2;41.86;29.08;11.08;6.42;3.15;20.0;5.25;-5.8;25.8;16.57;10.37;8.59;7.54;-3.0;-2.01;-5.6;-32.94;-24.73;20.0;9.48;1.96;100.0;64.77;37.22;-39.8;25.2;-7.82;-5.2;34.8;13.97;17.27;34.79;27.87;45.0;16.49;12.69;1.57;34.47;-31.05;13.85;7.12;-5.93;-21.64;-51.76;-41.69;-61.05;-39.67;-5.86;16.18;-23.73;-23.82;-9.34;-9.09;-70.42;-46.89;-29.93;-26.33;-49.19;-34.21;-29.77;-18.43;-22.12;-17.21;-12.43;95.29;-59.71;-6.06;-0.93;2.33;-5.34;-19.52;-55.07;-10.17;-5.74;20.48;-22.6;22.4;62.09;34.28;11.26;35.77;22.01;-29.93;41.59;10.0;2;22:00:00;1;CAP;BOT;1.10;1.40;2.30;4.33;10.00;21.00;7.50;2.75;1.60;1.20;1.06;1.01
PAL X FLA 2018-06-13;346 (85%);269 (79%);16;14;55%;45%;3;1;3;2;1;2;16;22;6;4;;;;;;;;;82;59;18;21;4;6;;;;;;;;;408;340;3;3;9;11;4;8;8;5;4;4;;;13;15;6;4;1;1.80;1.95;2018-06-13;1.35;1.28;1.80;1.44;2.62;2.04;3.75;3.25;2.75;4.33;2.04;False;True;False;True;True;False;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-7.4;19.2;37.03;11.19;11.61;12.03;-40.3;-20.08;-10.61;-10.65;-10.68;-11.8;-6.46;-17.03;-4.97;5.25;7.09;14.69;-10.4;-1.2;-3.5;-4.87;-19.42;-6.06;5.6;-6.8;-51.87;-69.66;-54.04;-36.07;-24.47;-14.44;-2.89;-74.34;2.8;-10.4;-70.45;-43.82;-13.46;-0.61;0.0;-38.75;-16.69;-8.51;-4.76;-47.6;-10.55;-20.54;32.85;74.97;100.0;62.19;-100.0;-32.58;-81.19;-60.09;-22.45;-37.72;-16.98;-12.83;-11.75;-49.83;-32.83;-22.73;-6.72;-6.75;-24.16;100.0;-5.91;58.2;10.37;-10.2;-5.72;29.8;0.81;-2.6;2.86;-17.6;71.92;-9.04;-1.82;2.8;-27.2;27.8;41.05;57.4;67.12;45.13;28.76;41.63;13.64;-15.0;1;22:00:00;0;FLA;PAL;1.08;1.36;2.20;4.00;9.00;19.00;8.50;3.00;1.64;1.22;1.07;1.02
CAM X CEA 2018-06-13;258 (82%);593 (88%);13;13;33%;67%;0;2;1;3;1;6;36;13;5;8;1;0;;;;;;;46;56;10;10;3;0;1;1;;;;;3;2;314;672;;;3;15;5;10;1;6;4;7;;;7;22;0;1;1;1.61;2.20;2018-06-13;1.16;1.07;3.75;1.08;8.00;1.28;9.50;5.50;1.72;8.50;2.50;False;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;8.2;7.7;8.05;-17.4;-28.88;-18.64;-9.06;-3.36;22.6;12.33;15.23;58.08;10.06;10.19;13.78;9.37;5.99;1.47;23.15;14.53;-18.53;6.47;39.13;-3.0;-33.41;24.8;13.52;11.83;-25.73;-4.47;-0.23;29.27;16.99;32.86;12.42;7.46;4.52;-14.2;-2.37;5.8;5.0;58.56;40.79;26.31;16.21;21.54;10.21;26.18;14.39;-20.73;-12.44;-2.55;64.92;41.6;31.19;25.02;14.2;20.61;48.53;54.59;32.19;38.78;77.71;83.25;51.15;9.01;2.46;6.49;6.16;-9.72;21.16;16.73;11.21;10.95;36.91;55.11;37.05;-65.26;-23.0;-21.37;39.74;56.92;33.23;24.34;13.86;40.03;25.21;34.71;20.36;-11.3;12.12;75.0;2;22:45:00;1;CEA;CAM;1.05;1.22;1.72;2.75;5.50;11.00;12.00;4.00;2.07;1.40;1.14;1.05
BAH X COR 2018-06-13;433 (85%);263 (79%);16;27;60%;40%;2;2;2;2;4;4;28;10;8;7;0;1;;;;;;;72;66;11;19;8;2;0;1;;;;;2;1;510;333;;;7;14;5;8;2;10;4;8;;;11;22;1;2;0;1.66;2.10;2018-06-13;1.33;1.22;1.95;1.36;3.00;1.85;4.33;3.40;2.62;5.00;2.00;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;4.06;41.37;24.19;25.22;-22.7;7.3;2.3;7.83;21.25;1.12;-0.22;11.92;10.52;9.31;30.44;19.15;50.58;24.87;17.92;-26.6;-16.44;5.73;-43.55;-27.53;-13.62;46.4;30.78;52.99;19.05;-23.4;-15.66;-34.68;9.06;-21.43;-10.21;6.6;-4.0;1.49;-4.0;0.0;64.5;31.14;22.71;-21.1;12.99;25.73;3.7;28.34;16.4;11.16;-5.16;-0.16;-2.13;-1.42;24.84;7.76;14.5;8.47;74.89;40.06;17.49;0.93;-4.48;-12.0;-26.12;-14.52;-10.7;-2.25;-65.32;-37.82;-21.45;-13.2;-73.68;-64.42;-38.75;-28.41;-17.26;-4.8;-5.81;4.6;45.23;10.69;34.79;21.51;-29.2;-12.38;45.8;22.28;4.5;-44.2;100.0;1;22:45:00;1;COR;BAH;1.10;1.44;2.35;4.50;11.00;23.00;7.50;2.62;1.57;1.18;1.05;1.01
INT X VAS 2018-06-13;306 (76%);395 (84%);13;14;46%;54%;1;1;1;3;3;2;12;20;7;4;0;1;;;;;;;53;61;11;13;3;5;0;2;;;;;0;3;402;472;;;3;12;1;6;6;6;7;2;;;10;14;0;2;1;1.61;2.20;2018-06-13;1.25;1.08;2.80;1.12;6.00;1.44;8.50;4.00;2.04;7.00;2.20;False;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;17.62;-19.4;80.0;40.97;21.81;18.63;19.42;7.5;6.57;2.91;11.75;1.52;0.69;-1.6;-2.53;-3.02;-3.22;3.6;4.91;-36.2;-16.33;12.78;-6.33;-20.76;-19.87;-16.36;-17.21;-17.72;-6.53;-0.94;2.4;-2.6;11.2;2.55;3.71;4.43;6.65;13.35;-10.8;100.0;-14.79;-3.92;-2.59;-2.17;17.86;-0.44;0.74;0.11;5.11;-19.95;-12.86;-10.45;37.2;14.84;7.11;13.08;-8.2;-12.43;24.6;-12.8;7.2;1.23;-97.4;-61.24;-2.86;-24.43;15.54;-6.55;99.47;55.45;26.67;17.34;29.56;10.26;6.22;3.81;-60.17;11.41;-46.06;-27.54;-16.53;-9.99;-1.64;4.83;22.58;13.27;37.73;-39.2;3.12;-29.52;60.0;3;22:45:00;1;VAS;INT;1.08;1.33;2.07;3.75;8.00;17.00;8.50;3.25;1.72;1.25;1.08;1.02
CEA X SPT 2018-07-18;502 (87%);231 (79%);18;20;67%;33%;1;1;1;2;1;5;18;38;5;6;;;1/24 (4%);9/18 (50%);13;7;9/20 (45%);14/18 (78%);50;70;12;15;2;4;;;8;12;36/59 (61%);26/50 (52%);2;0;575;291;;;4;7;6;9;4;3;7;10;8/11 (73%);11/24 (46%);11;17;;;0;1.80;1.95;2018-07-18;1.40;1.40;1.55;1.72;2.00;2.50;3.00;3.00;3.25;3.60;2.00;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-12.0;-28.28;34.8;-12.8;-5.0;-6.83;-12.68;-12.73;25.6;9.76;-76.9;-9.53;-43.24;-2.41;-2.23;37.1;25.96;-16.1;7.0;-19.0;-38.24;-33.56;-25.07;-17.95;-8.39;-2.45;-14.87;-64.62;-43.18;27.3;-48.7;-27.1;-41.09;-14.7;-24.27;-15.07;-13.94;-32.31;-16.04;16.6;71.0;3.6;2.28;14.64;8.13;-12.58;3.1;70.38;29.78;-22.1;79.27;34.61;37.75;49.14;31.66;14.73;-10.43;69.36;35.47;41.06;8.24;5.66;-8.19;-13.67;-22.87;-35.33;-83.0;-29.86;-98.75;71.1;37.84;40.3;100.0;61.25;17.63;1.82;-25.61;-18.68;-20.15;-27.8;-15.47;-9.67;-6.8;-82.15;-52.53;-67.19;-47.37;-36.45;-100.0;-25.84;-75.73;-44.0;1;20:30:00;1;SPT;CEA;1.10;1.40;2.40;4.33;10.00;21.00;7.50;2.75;1.53;1.20;1.06;1.01
VIT X PAR 2018-07-18;278 (76%);314 (82%);20;22;49%;51%;2;1;2;2;1;4;18;27;5;5;;;2/12 (17%);2/19 (11%);14;6;12/18 (67%);12/17 (71%);61;72;22;24;4;1;0;1;12;13;26/54 (48%);30/54 (56%);2;1;364;385;;;3;7;5;4;1;5;4;6;10/11 (91%);14/20 (70%);7;13;2;2;0;1.75;2.00;2018-07-18;1.33;1.22;1.95;1.36;3.00;1.85;4.33;3.40;2.60;4.75;2.04;True;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;0.4;25.84;21.86;3.89;-2.6;-2.42;-1.84;-1.43;9.1;15.98;1.99;27.64;-9.7;66.3;39.83;54.0;42.16;32.29;21.87;47.3;42.61;29.43;32.43;76.81;32.5;0.76;1.33;37.33;24.06;100.0;68.85;80.17;29.16;23.88;-20.73;-8.18;9.07;41.07;49.37;5.42;-16.0;9.66;21.6;61.04;38.75;64.8;24.18;50.14;25.09;23.61;7.22;-28.5;-28.55;-11.21;-1.8;22.8;29.1;31.12;16.56;10.64;5.09;2.54;-38.8;-57.56;-39.21;-35.73;-21.82;22.06;-14.57;-6.55;-4.01;-33.94;44.52;12.35;4.63;17.03;-67.75;-80.88;26.73;-89.73;-54.97;-79.58;-49.11;-7.7;8.17;-5.7;4.76;-52.4;-47.92;38.35;-34.5;-46.0;1;22:00:00;1;PAR;VIT;1.08;1.40;2.30;4.33;10.00;21.00;8.00;2.75;1.60;1.20;1.06;1.01
COR X BOT 2018-07-18;341 (81%);348 (82%);25;22;51%;49%;4;0;4;0;4;2;12;32;10;3;;;9/26 (35%);1/9 (11%);11;7;8/16 (50%);10/17 (59%);64;62;13;19;1;8;;;10;17;20/38 (53%);29/57 (51%);1;0;421;424;;;15;2;12;3;8;3;9;6;8/14 (57%);16/19 (84%);24;8;3;2;0;1.75;2.00;2018-07-18;1.34;1.25;1.90;1.36;3.00;1.90;4.20;3.30;2.60;4.75;2.04;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;7.0;-7.27;-30.43;-20.34;-49.85;-31.33;-20.15;-11.57;-8.25;-3.81;-22.81;11.16;-24.64;-23.72;-15.48;-6.58;-11.28;-24.77;-63.84;-79.35;-55.86;-7.05;8.64;-4.29;-1.5;1.37;-1.5;-10.42;26.5;17.75;16.16;24.22;33.33;48.63;16.15;-13.7;12.3;-36.8;-17.42;-7.03;4.0;31.6;19.59;11.98;27.57;60.41;24.83;53.1;29.98;-37.32;-13.67;-18.42;-100.0;-95.95;-60.17;-63.62;9.9;-31.21;-14.78;-25.43;-35.75;-40.25;-61.77;-49.89;-38.75;-69.97;-43.54;-23.5;-26.61;-29.22;-51.0;-23.31;-8.2;-1.22;62.74;72.19;5.0;-2.67;-3.53;2.33;17.33;18.19;77.54;33.23;-100.0;-97.54;-100.0;-100.0;-97.4;-4.93;-72.8;-100.0;2;22:45:00;1;BOT;COR;1.08;1.40;2.30;4.00;10.00;21.00;8.00;2.75;1.60;1.22;1.06;1.01
