game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
WAT X CRY 2018-08-26;326 (75%);227 (69%);24;24;57%;43%;2;1;2;1;1;4;28;16;3;6;0;1;3/9 (33%);5/18 (28%);17;10;3/12 (25%);8/17 (47%);57;69;11;14;3;2;;;5;19;42/79 (53%);30/72 (42%);3;1;436;331;;;8;8;5;4;3;5;1;5;12/19 (63%);16/26 (62%);9;13;2;4;1;2018-08-26;9;6;1;-50;-29;-91;-50;-26;-51;-19;-8;25;15;6;40;41;21;8;2;-4;-17;-10;12;-21;-12;-7;-2;-1;1;1;27;21;6;5;-7;-22;-10;-4;45;35;-3.0;6;5;-4;114;-7;100;65;31;81;34;19;60;34;19;7;-27;-8;-6;-37;-26;-18;-13;-11;-33;-30;-23;-33;-81;-45;88;40;68;39;17;-11;-5;-77;-16;-38;-10;-2;31;47;29;4;-12;8;-56;26;-34.0;16.0;2;10:30:00;1;CRY;WAT
FUL X BUR 2018-08-26;223 (74%);488 (85%);17;14;37%;63%;;;2;2;5;3;20;25;4;6;;;5/27 (19%);5/16 (31%);5;12;7/11 (64%);4/13 (31%);55;34;8;11;8;0;0;2;11;4;40/78 (51%);37/72 (51%);5;1;301;572;;;9;8;5;10;2;12;3;17;10/21 (48%);8/9 (89%);12;25;1;2;2;2018-08-26;5;11;-69;-1;2;5;6;13;21;19;29;7;18;12;35;12;-17;-7;-5;-54;-25;-7;29;7;8;15;56;100;77;100;100;49;100;63;50;-103;-24;-30;-24;-11;-92.0;7;10;44;38;73;29;-18;6;-25;-4;30;54;75;78;49;49;1;2;-42;-24;-33;-16;-20;47;52;49;35;28;9;-15;-9;-6;26;20;30;19;4;28;2;-11;72;75;100;65;21;11;49;8;19;3.0;22.0;4;13:00:00;1;BUR;FUL
NEW X CHE 2018-08-26;839 (92%);131 (66%);13;12;82%;18%;;;1;0;5;2;20;36;5;4;;;3/23 (13%);7/17 (41%);16;11;7/12 (58%);2/8 (25%);53;42;8;16;1;2;1;0;5;17;22/33 (67%);27/60 (45%);2;2;913;200;;;10;2;7;2;3;2;5;4;8/17 (47%);8/21 (38%);15;6;1;3;2;2018-08-26;2;-15;-10;-16;-16;-17;-17;-50;-93;-57;-47;-8;-39;-27;-19;-18;-17;-66;-33;-24;15;-36;-17;-57;-37;24;2;49;19;-53;-71;-66;-57;-12;-31;79;84;-55;-15;-23;20.0;-5;-9;-12;-14;-9;-63;-82;-55;-65;-45;-39;-41;-38;-27;-22;-2;-19;-16;-71;-45;-38;-43;-24;-9;12;-18;27;-23;-49;-34;-83;-75;-100;-82;-100;-77;-41;-20;-27;-30;-5;-6;83;48;2;-4;-69;-55;-3;-23.0;31.0;1;13:00:00;-1;CHE;NEW
MUN X TOT 2018-08-27;259 (68%);375 (77%);13;24;43%;57%;2;1;3;1;2;6;26;14;2;5;2;0;3/6 (50%);9/26 (35%);5;19;5/11 (45%);7/11 (64%);51;58;16;11;5;2;;;21;10;22/69 (32%);45/79 (57%);1;2;382;488;;;8;16;2;12;5;5;1;7;16/23 (70%);6/11 (55%);9;23;3;2;3;2018-08-27;37;12;-2;3;-2;-21;-5;57;33;31;24;26;46;62;36;25;15;10;7;35;15;10;32;17;44;25;16;79;100;69;64;32;12;23;-16;-44;-38;-6;5;4;4.0;1;17;9;4;18;1;-115;-75;-79;-45;-31;-7;-13;15;-10;12;7;1;67;100;78;74;34;-123;-65;45;29;18;31;32;21;12;5;4;-5;42;100;10;85;79;54;35;-23;-25;-52;-26;85;47;-18;53.0;49.0;0;17:00:00;-1;TOT;MUN
LEI X LIV 2018-09-01;374 (79%);401 (81%);17;17;49%;51%;2;1;2;2;2;4;23;27;4;4;;;3/8 (38%);4/17 (24%);16;13;8/15 (53%);12/17 (71%);52;63;12;9;4;2;;;10;6;26/58 (45%);29/59 (49%);2;3;473;496;;;7;3;4;3;4;5;3;9;13/18 (72%);16/23 (70%);10;12;2;3;2;2018-09-01;6;-2;-77;-50;-33;-24;-10;-59;-44;-30;-22;4;-17;-60;-57;-55;56;49;38;68;43;14;-4;6;11;30;25;47;44;50;33;21;19;-18;46;22;9;1;-60;-65;-59.0;3;4;5;5;-100;72;54;30;37;87;59;40;42;20;3;-69;9;-9;-21;-6;87;53;39;27;10;19;-40;8;9;10;4;-3;-2;3;-3;-5;-7;-25;-6;-8;-32;-53;-33;-22;-45;-20;34;12;-15;-10.0;26.0;1;09:30:00;-1;LIV;LEI
BHA X FUL 2018-09-01;466 (85%);284 (77%);15;15;59%;41%;1;2;3;4;2;3;26;8;1;7;;;1/10 (10%);8/29 (28%);9;5;11/19 (58%);7/16 (44%);52;50;14;12;3;3;;;9;18;33/57 (58%);29/66 (44%);4;2;551;370;;;7;12;3;7;5;5;3;3;12/14 (86%);12/17 (71%);10;15;3;3;2;2018-09-01;4;-27;-4;45;92;100;62;-37;-12;-16;-17;5;-15;-12;-10;-10;-27;-1;105;91;50;49;7;23;-25;-13;-18;-7;5;23;70;38;18;63;-62;-36;-31;-52;-100;6;-1.0;-9;3;10;-6;72;20;-12;-5;-11;-35;-51;-26;48;21;52;68;35;15;-6;-34;-29;-100;-43;26;-5;30;40;22;56;31;17;42;25;18;9;-16;-8;22;-6;-13;-8;-5;11;74;47;27;-39;-4;-11;28.0;31.0;2;12:00:00;0;FUL;BHA
CHE X BOU 2018-09-01;175 (69%);616 (88%);13;19;28%;72%;2;0;2;0;1;12;35;23;6;7;;;3/15 (20%);3/25 (12%);2;9;3/13 (23%);9/14 (64%);39;46;7;10;4;1;0;1;13;7;15/38 (39%);24/50 (48%);1;2;252;704;;;5;10;6;6;1;6;3;14;8/14 (57%);7/12 (58%);8;24;2;2;0;2018-09-01;7;100;100;86;55;74;47;3;14;75;49;10;49;43;34;56;50;44;56;34;19;12;11;8;-61;-36;-20;-25;-55;-19;47;12;-10;11;5;-5;7;8;12;-29;55.0;-17;-3;49;37;11;27;19;14;28;47;58;56;25;-73;-30;10;-19;-11;-2;-17;-4;4;25;18;15;-59;22;-25;-14;11;37;5;16;44;72;46;36;52;27;23;-21;7;15;-11;37;8;6;-14;96;41.0;64.0;2;12:00:00;1;BOU;CHE
CRY X SOU 2018-09-01;326 (77%);338 (78%);20;33;50%;50%;4;4;6;4;7;7;34;26;4;7;2;0;9/22 (41%);9/24 (38%);10;13;7/13 (54%);7/13 (54%);56;68;12;11;6;5;1;1;9;12;39/81 (48%);39/72 (54%);1;0;423;432;;;11;13;6;7;6;6;8;7;8/19 (42%);11/16 (69%);19;20;1;1;2;2018-09-01;-4;-2;0;-9;-6;-41;-32;32;4;-20;-12;-5;-43;-33;-42;-17;-36;-18;60;17;-39;-66;7;-46;-63;-36;36;-20;-55;-33;-24;-23;-19;14;-14;-44;-33;-70;-40;11;45.0;12;-71;-33;-16;10;15;3;7;5;20;12;7;9;-14;-42;-23;84;34;24;15;19;-8;-16;-35;-99;-64;-9;-100;-66;67;24;31;28;20;32;30;9;-6;49;53;34;31;47;37;24;15;13;68;-4;100.0;170.0;0;12:00:00;-1;SOU;CRY
EVE X HUD 2018-09-01;252 (75%);385 (83%);31;27;43%;57%;;;1;1;2;2;18;32;3;4;0;1;4/20 (20%);6/19 (32%);10;22;7/12 (58%);3/11 (27%);81;57;14;13;0;5;;;17;8;32/66 (48%);31/57 (54%);0;1;335;464;;;4;8;1;8;6;1;5;3;21/30 (70%);12/15 (80%);9;11;3;3;1;2018-09-01;10;-21;-12;-5;19;3;6;7;2;3;4;13;4;4;5;5;3;-3;3;-3;-12;-9;22;-7;9;1;-27;-74;-100;93;9;15;12;41;82;39;57;28;15;2;-28.0;-8;-6;-5;-46;31;-30;-19;-13;-10;-5;36;22;15;11;13;27;-35;-30;-15;-7;30;14;5;-10;4;19;11;3;-62;-31;-15;-7;33;29;20;37;25;1;15;11;20;12;4;-3;-13;-3;-19;11;-27;-9.0;68.0;1;12:00:00;0;HUD;EVE
WES X WOL 2018-09-01;414 (84%);356 (80%);24;15;53%;47%;3;1;3;1;2;5;19;19;4;4;;;2/16 (13%);5/18 (28%);15;18;13/20 (65%);9/16 (56%);72;56;11;10;3;5;;;12;9;39/63 (62%);27/53 (51%);0;1;495;444;;;6;8;7;5;6;3;9;5;17/25 (68%);15/22 (68%);15;13;1;2;1;2018-09-01;12;-29;-53;-100;-59;-16;-9;-3;3;1;1;13;1;1;1;-65;-51;-38;-24;-16;-6;-4;-18;-3;18;5;-14;40;14;27;-47;-20;-18;-5;-15;83;47;32;-101;-15;;-20;-11;-36;-12;38;-24;31;28;40;-39;7;22;81;92;62;60;33;-27;-66;-74;-43;-25;-12;-3;-6;-8;21;14;15;12;10;11;10;4;-6;-44;-49;9;-58;-100;-62;-5;34;2;6;-9;-13;54;-50;19.0;-96.0;0;12:00:00;-1;WOL;WES
MCI X NEW 2018-09-01;137 (63%);688 (90%);15;12;22%;78%;0;3;1;3;0;7;39;9;0;4;;;0/4 (0%);5/21 (24%);7;14;7/9 (78%);8/13 (62%);46;42;13;5;6;1;;;17;6;27/60 (45%);29/42 (69%);1;2;217;767;;;2;16;1;9;2;8;1;8;12/18 (67%);6/9 (67%);3;24;;;1;2018-09-01;-21;48;98;100;78;46;58;73;47;38;49;-8;36;21;14;19;10;9;17;23;70;40;11;25;-76;-29;36;43;70;84;46;38;27;47;26;20;35;22;15;3;60.0;7;11;42;31;35;48;29;23;100;63;33;-50;-1;-17;99;23;65;60;44;65;6;76;100;100;89;75;24;53;35;51;36;26;39;34;20;52;37;20;58;40;30;21;18;14;14;42;38;19;92;-44.0;82.0;2;14:30:00;1;NEW;MCI
CAR X ARS 2018-09-02;535 (84%);155 (66%);22;24;73%;27%;1;0;1;0;2;1;21;32;9;3;;;6/19 (32%);4/19 (21%);7;9;6/11 (55%);2/4 (50%);51;50;14;12;1;8;1;0;11;15;33/62 (53%);19/48 (40%);1;3;635;234;;;11;10;4;10;11;3;6;4;9/11 (82%);8/12 (67%);17;14;4;3;3;2018-09-02;-10;-83;-74;-100;-100;-54;-46;-87;-81;-51;50;-13;8;-19;-14;10;-2;2;-4;2;-40;-18;-27;38;7;-8;-15;-30;-24;-17;-13;-10;23;19;8;7;7;7;5;21;122.0;50;33;19;25;-7;-19;-41;-41;-51;-100;-84;-100;-100;-60;56;-50;-22;26;16;-96;-56;-33;-37;30;19;79;-34;100;100;34;13;-46;-81;-100;-77;-58;-46;38;47;10;-88;-53;-45;-29;-18;-5;-4;8;-38;-5.0;52.0;2;10:30:00;-1;ARS;CAR
BUR X MUN 2018-09-02;438 (85%);350 (80%);19;21;54%;46%;3;2;4;2;6;1;32;28;5;2;1;0;5/18 (28%);6/23 (26%);8;5;6/10 (60%);4/5 (80%);38;48;13;7;2;7;;;6;6;38/71 (54%);25/61 (41%);1;1;513;437;1;0;13;5;6;6;9;2;8;4;3/6 (50%);6/12 (50%);21;9;3;2;2;2018-09-02;-7;-3;-25;-35;-17;-1;7;11;15;56;33;-10;15;6;26;12;20;10;3;-3;-73;-50;-63;-35;-40;-21;-7;-4;-2;-1;-25;-22;-21;-76;-20;-19;-55;-31;-20;-55;6.0;1;14;8;5;-100;3;28;36;22;-56;-28;-64;-43;-72;-46;-63;-34;30;-8;8;60;49;24;-125;-73;-66;-38;-100;-98;-56;-69;-5;11;23;15;68;39;-19;23;17;-22;-9;-3;15;28;21;18;16;-5;8.0;76.0;0;13:00:00;-1;MUN;BUR
WAT X TOT 2018-09-02;420 (79%);187 (65%);15;26;66%;34%;1;0;1;0;2;1;19;49;10;3;;;6/32 (19%);5/11 (45%);7;15;10/18 (56%);8/16 (50%);57;57;8;9;1;2;;;8;21;30/58 (52%);29/74 (39%);2;2;532;289;;;5;4;7;3;2;3;6;3;15/23 (65%);13/15 (87%);11;7;1;2;1;2018-09-02;-17;-24;-16;-75;-43;-27;31;-39;-18;-9;46;-7;68;49;21;7;-5;-10;-10;-10;-10;-77;-9;-91;-100;-95;-61;-35;-26;-60;-57;-37;-12;-9;14;2;-32;-83;-100;-87;49.0;-5;-6;-8;-14;-10;-25;-90;-57;-45;-75;-47;-26;23;6;19;-9;11;6;6;3;29;-19;-37;-24;61;100;-43;64;39;-39;-15;-16;33;97;95;53;26;-58;7;-44;-32;-70;-51;-33;-69;-96;-71;-44;-37;-38.0;-55.0;2;13:00:00;1;TOT;WAT
TOT X LIV 2018-09-15;267 (75%);443 (81%);10;15;40%;60%;2;0;3;0;2;3;21;17;4;5;;;2/10 (20%);2/12 (17%);6;9;6/9 (67%);7/15 (47%);47;42;16;17;2;8;2;1;6;6;25/58 (43%);30/66 (45%);2;3;356;549;;;14;7;5;5;10;3;3;4;11/17 (65%);4/9 (44%);17;11;;;2;2018-09-15;-17;-7;4;5;5;-5;7;9;41;16;7;-15;-3;2;-61;-31;-28;-10;-1;45;71;87;-48;59;60;35;10;7;8;-40;25;5;-5;-59;-100;-51;-26;20;6;8;14.0;-1;-1;-1;-88;-38;-55;-32;-19;-12;-1;-43;-20;38;19;9;-54;3;-7;-2;-51;-22;-94;-52;-28;-6;40;-40;26;10;12;13;28;12;6;-11;-5;-6;-21;12;-41;-73;-39;-30;22;9;45;14;5;23;3.0;112.0;1;09:30:00;-1;LIV;TOT
BOU X LEI 2018-09-15;303 (76%);257 (71%);22;15;54%;46%;1;1;3;4;2;3;26;25;6;4;2;1;5/28 (18%);1/9 (11%);11;14;8/9 (89%);5/11 (45%);62;46;15;13;1;5;1;0;16;6;32/68 (47%);20/59 (34%);3;1;398;360;1;0;11;7;4;2;8;5;3;3;12/20 (60%);8/12 (67%);14;10;4;3;2;2018-09-15;10;-74;-56;-31;-3;5;16;12;8;5;4;31;58;37;57;46;55;17;13;-11;-5;18;16;4;-22;-55;-31;22;-9;-73;71;17;9;7;5;21;46;26;14;8;55.0;-5;9;14;100;-38;60;30;12;-21;-43;-32;-26;-22;-64;-78;-23;-60;-89;-67;-70;-100;-89;-51;-2;2;-9;-17;-12;-5;-34;-12;-8;-8;-11;-27;20;3;-43;4;4;6;4;4;51;32;4;2;39;-85;8.0;-177.0;4;12:00:00;1;LEI;BOU
CHE X CAR 2018-09-15;133 (59%);669 (87%);23;18;24%;76%;0;1;1;3;0;3;17;17;4;5;;;3/10 (30%);4/15 (27%);7;10;6/9 (67%);10/13 (77%);50;48;10;8;3;1;;;24;7;28/68 (41%);52/67 (78%);;;227;766;;;5;15;4;8;2;7;1;3;8/13 (62%);9/10 (90%);6;18;;;1;2018-09-15;4;59;38;-26;-2;-59;-30;-57;-63;-35;67;-16;31;30;100;76;88;64;22;16;10;9;-4;18;63;73;48;64;31;20;69;100;77;-26;82;56;34;58;80;44;-115.0;59;50;37;31;-6;7;1;-57;-30;-15;-4;4;8;8;8;8;8;8;8;12;14;42;59;42;31;-18;49;10;4;-7;-7;-1;3;2;-1;2;5;31;23;17;14;12;10;100;69;45;30;58;23;67.0;6.0;4;12:00:00;1;CAR;CHE
HUD X CRY 2018-09-15;287 (79%);411 (83%);18;24;42%;58%;0;1;0;1;3;4;28;9;3;5;2;0;2/10 (20%);11/30 (37%);14;9;6/9 (67%);7/11 (64%);47;64;17;11;2;1;0;1;9;5;21/56 (38%);47/72 (65%);2;5;363;494;;;6;9;2;9;2;2;1;6;9/13 (69%);8/17 (47%);7;15;2;1;1;2018-09-15;4;8;6;1;-3;-4;-5;-6;-6;48;27;9;-34;-6;-6;14;-3;-18;9;-6;-7;18;4;7;2;10;19;4;21;53;27;16;-71;8;-36;-22;-52;-30;-9;40;50.0;-4;76;40;21;38;18;-27;29;8;5;42;32;25;20;17;25;30;22;60;80;57;22;59;19;-20;-2;14;20;10;23;18;-26;43;26;-43;-14;-3;31;7;-2;6;-8;45;41;32;33;23;54;18;53.0;47.0;0;12:00:00;-1;CRY;HUD
MCI X FUL 2018-09-15;322 (81%);670 (91%);8;10;36%;64%;0;4;0;7;1;11;22;15;4;10;0;1;0/11 (0%);6/20 (30%);9;10;8/15 (53%);13/17 (76%);35;46;7;7;6;3;0;1;16;12;30/65 (46%);37/47 (79%);2;5;400;736;;;2;18;5;8;3;9;7;10;6/14 (43%);11/16 (69%);9;28;;;0;2018-09-15;-28;11;7;55;74;44;28;100;98;61;51;-56;46;47;100;100;78;42;22;10;5;1;45;-1;-71;-46;-16;27;15;21;18;15;12;18;45;94;-65;-8;80;3;37.0;50;34;100;100;51;92;58;56;35;16;46;57;90;46;26;43;66;40;16;5;-7;16;-14;-18;19;16;29;-24;-1;6;9;39;31;24;20;52;35;36;27;22;68;31;23;12;5;-2;-2;-3;22;-68.0;14.0;3;12:00:00;1;FUL;MCI
NEW X ARS 2018-09-15;503 (84%);216 (66%);24;24;64%;36%;;;0;1;5;2;28;17;4;10;2;0;4/15 (27%);5/24 (21%);15;12;6/11 (55%);3/6 (50%);58;57;11;13;1;0;;;7;11;30/63 (48%);32/74 (43%);1;3;598;327;;;8;4;5;0;2;2;4;0;6/15 (40%);8/20 (40%);12;4;;;2;2018-09-15;3;14;71;79;52;71;39;-19;-7;-10;-10;16;-10;-31;-1;-6;-20;-12;-40;-25;-14;10;7;-4;3;40;60;14;-12;-5;-3;-12;-13;2;-14;-15;-40;-21;-18;-16;2.0;-17;-22;-29;-18;-3;-85;-44;-30;-17;-14;-8;-13;-14;-28;-61;-2;-33;-46;-28;-44;-12;-9;4;3;10;11;-5;12;2;-54;43;-20;-12;-11;-7;-39;-28;36;-11;-13;-8;-15;-49;-60;-41;-30;-12;16;16;83.0;61.0;1;12:00:00;-1;ARS;NEW
WAT X MUN 2018-09-15;419 (81%);291 (75%);22;18;58%;42%;1;1;2;1;2;6;31;28;8;6;;;5/21 (24%);3/21 (14%);16;6;4/13 (31%);7/12 (58%);44;60;11;9;4;4;;;11;9;45/76 (59%);24/60 (40%);4;2;520;387;1;0;6;6;1;3;6;5;3;8;6/11 (55%);18/25 (72%);9;14;3;2;2;2018-09-15;-14;22;-13;-3;-46;37;9;-8;74;43;19;-6;18;10;-5;-12;-51;-40;-25;-38;-23;-11;-6;63;42;20;-96;-59;-44;-100;-100;-75;-100;-7;-72;-47;-28;-57;-33;-34;-102.0;1;11;6;3;23;9;24;26;18;3;-21;-1;-1;37;21;13;-42;-7;35;27;4;92;49;39;22;14;9;-12;-11;-12;-6;-3;39;44;41;24;44;7;-44;-6;7;10;10;34;21;14;9;-18;5;-3.0;151.0;1;14:30:00;-1;MUN;WAT
WOL X BUR 2018-09-16;297 (75%);469 (83%);37;23;42%;58%;0;5;0;5;0;10;22;18;2;8;;;2/12 (17%);7/24 (29%);7;13;4/10 (40%);6/10 (60%);68;51;9;10;5;2;;;12;9;32/81 (40%);43/78 (55%);1;1;395;567;;;2;20;5;13;2;7;5;10;5/17 (29%);7/13 (54%);7;30;4;2;0;2018-09-16;-5;9;48;42;24;5;32;14;-9;7;-35;-11;-18;-15;-45;-54;-26;25;2;-7;-10;20;6;13;100;100;69;71;95;36;30;40;21;109;3;6;17;10;75;53;;100;100;63;31;44;17;53;34;5;15;16;70;13;8;54;-44;66;78;86;43;19;36;14;-5;-60;-29;-7;20;-8;32;15;1;-6;25;6;10;26;23;54;69;64;41;54;55;14;-6;-26;-23;6;-44.0;22.0;1;10:30:00;1;BUR;WOL
EVE X WES 2018-09-16;283 (74%);352 (77%);17;15;45%;55%;0;2;2;2;3;6;28;9;2;4;2;0;1/5 (20%);6/22 (27%);12;11;10/20 (50%);13/21 (62%);60;60;12;15;3;1;0;1;15;10;34/75 (45%);32/61 (52%);0;3;380;458;;;7;8;2;6;4;4;2;8;14/19 (74%);13/22 (59%);9;16;5;2;3;2018-09-16;14;30;20;-83;-28;-14;-7;-36;-64;-40;-42;24;-31;-22;-8;-8;7;6;65;77;49;32;53;34;14;-89;-45;33;14;54;70;97;70;31;56;38;80;39;27;4;94.0;-7;-2;1;8;18;-4;-30;-30;-28;-18;22;-21;35;16;-12;9;14;6;-75;-39;-18;26;16;54;28;2;3;1;4;-1;1;-9;13;9;-5;2;-5;30;19;15;14;7;9;89;48;17;2;-19;47;-28.0;61.0;1;13:00:00;-1;WES;EVE
SOU X BHA 2018-09-17;337 (76%);369 (79%);25;17;49%;51%;1;3;3;4;3;3;21;13;4;1;;;7/18 (39%);3/13 (23%);9;10;4/11 (36%);9/13 (69%);52;55;13;10;2;2;1;0;13;20;33/72 (46%);32/77 (42%);2;2;442;468;;;8;8;5;6;4;5;4;6;9/14 (64%);10/16 (63%);12;14;3;2;2;2018-09-17;12;30;15;2;-7;-22;-16;20;13;10;-10;3;5;40;56;36;40;100;68;57;94;66;-6;35;36;16;6;7;87;67;58;32;21;-7;13;11;10;10;31;34;-20.0;-27;-16;-10;-12;-2;-8;-4;-50;-100;-88;-52;-57;-36;-20;-13;7;-8;-3;-2;-1;32;92;37;-82;-29;-28;7;-19;-22;-4;15;22;5;-16;8;23;-19;16;-34;-71;-73;-47;-4;-2;-33;-17;20;-5;54;-83.0;-28.0;2;17:00:00;0;BHA;SOU
FUL X WAT 2018-09-22;218 (65%);399 (76%);17;28;40%;60%;2;2;3;3;1;6;25;35;8;8;0;2;2/26 (8%);6/26 (23%);9;8;4/9 (43%);4/7 (57%);42;55;9;11;2;5;0;1;18;14;32/83 (39%);35/71 (49%);6;5;335;524;;;8;9;4;6;6;3;3;6;5/11 (45%);9/14 (64%);11;15;1;2;1;2018-09-22;3;-20;-12;-33;75;-84;-36;-24;-100;-51;-66;-2;-54;-34;-26;-4;2;17;40;27;10;2;-85;-13;-28;-7;-26;-41;-52;-37;-18;-21;-27;-43;14;5;28;23;17;43;-42.0;5;1;2;-1;-24;42;15;29;5;-13;-3;6;12;10;11;-7;-29;35;53;11;-22;-29;27;20;16;27;-13;23;6;14;54;42;30;23;18;-21;70;-59;41;24;13;-25;-14;-26;-79;-49;-25;-1;-35;100.0;-5.0;1;09:30:00;0;WAT;FUL
BUR X BOU 2018-09-22;498 (82%);243 (68%);21;25;63%;37%;1;0;1;3;9;4;29;31;8;3;0;2;5/26 (19%);5/20 (25%);10;6;11/16 (69%);0/2 (0%);57;44;6;17;1;5;1;1;8;15;19/47 (40%);38/88 (43%);2;1;604;360;;;7;10;5;3;5;5;12;2;5/8 (63%);9/15 (60%);19;12;0;2;0;2018-09-22;10;-12;-21;-9;-4;34;15;8;-13;-48;-37;44;-22;-14;-18;8;-5;19;46;69;41;26;39;15;38;14;29;29;17;1;-54;-36;-4;23;78;40;100;65;53;18;2.0;17;4;-37;-18;20;-8;39;13;16;2;-23;36;-20;-36;-60;14;-32;-12;35;-146;-74;-47;-24;-56;-27;-32;3;-23;-40;-51;-100;-56;-51;-34;-45;-32;-17;1;-16;-13;-10;-9;17;32;15;5;-33;53;-23;-60.0;-45.0;4;12:00:00;1;BOU;BUR
CAR X MCI 2018-09-22;725 (91%);146 (67%);9;10;79%;21%;3;0;4;0;7;0;10;24;9;1;;;8/23 (35%);1/7 (14%);7;9;6/15 (40%);2/5 (40%);32;32;4;6;2;5;1;0;11;14;23/40 (58%);18/53 (34%);1;2;799;218;;;18;1;4;0;10;2;3;1;10/12 (83%);6/16 (38%);21;2;1;1;5;2018-09-22;-5;-15;-15;-61;-65;-81;-52;-34;-20;-14;-9;-4;-9;-9;-9;-9;-9;-72;-46;-64;-48;-32;-8;-71;-31;-18;-67;-41;-67;-74;-50;-33;-56;-38;-42;-75;-58;-67;-44;-100;-28.0;-12;-13;-14;-15;-18;-15;-15;-15;-15;-15;-32;-18;-24;-54;-63;-17;-100;-100;-51;-41;-27;-11;33;-86;-45;-29;-17;-25;-20;-9;-17;-13;-55;-44;-31;-19;-43;-16;-27;-97;-65;-43;-77;-50;-29;-63;-39;-100;-14;-71.0;17.0;0;12:00:00;-1;MCI;CAR
CRY X NEW 2018-09-22;205 (69%);378 (79%);15;17;39%;61%;0;1;0;1;0;5;33;15;5;9;;;4/15 (27%);5/21 (24%);21;19;2/10 (20%);15/21 (71%);49;72;11;8;4;3;0;1;17;8;27/74 (36%);25/60 (42%);1;2;299;481;;;4;9;3;7;3;4;2;7;16/25 (64%);25/29 (86%);6;16;1;1;0;2018-09-22;10;26;-38;-20;-38;61;55;52;95;100;94;31;41;-47;-52;-52;-23;-15;29;9;-51;-43;21;-2;10;-5;8;11;58;39;70;42;100;16;70;58;24;10;-5;-15;-7.0;4;-9;-1;4;9;4;34;20;11;-46;-23;-8;-7;-58;-26;7;47;25;37;35;25;16;13;15;22;18;4;16;47;52;61;35;20;-23;-62;-45;-7;5;9;8;62;81;55;99;67;72;36;24;5;69.0;-24.0;0;12:00:00;0;NEW;CRY
LEI X HUD 2018-09-22;261 (73%);505 (86%);20;25;38%;62%;1;1;1;3;2;3;13;27;1;3;0;4;2/14 (14%);4/15 (27%);15;5;5/13 (38%);5/11 (45%);46;67;16;10;5;1;;;12;11;30/69 (42%);34/59 (58%);0;1;357;589;;;5;11;5;7;2;8;4;7;8/11 (73%);13/23 (57%);9;18;1;2;1;2018-09-22;4;12;16;17;19;7;7;11;13;-21;-43;5;77;29;16;11;14;46;26;14;-19;-7;6;-48;-29;20;41;23;-31;-33;-6;50;36;6;28;23;45;22;17;3;26.0;8;23;41;2;-32;7;30;28;19;18;26;30;35;67;80;-100;68;34;25;2;-1;-12;66;74;34;60;-79;60;38;19;4;49;26;93;55;32;15;-37;-28;-15;-6;-3;-1;1;-48;-22;-16;38;39;52.0;39.0;3;12:00:00;1;HUD;LEI
